Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start DateTime,End DateTime,Demand,Sales Duration (hours),Profit Percentage,Cluster
10,206,143.0,Sunny,7,29458.0,5891.6,280,10,6.0,2023-04-06 01:37:23,2023-04-09 01:37:23,Medium,72.0,20.0,0
14,102,206.0,Sunny,2,21012.0,4202.400000000001,281,10,7.0,2023-06-29 09:25:26,2023-07-02 02:25:26,High,65.0,20.000000000000004,0
14,170,158.0,Rainy,4,26860.0,5372.0,281,5,7.0,2023-08-02 02:20:45,2023-08-02 08:20:45,High,6.0,20.0,0
9,242,72.0,Rainy,0,17424.0,3484.8,284,5,7.0,2023-01-31 08:04:59,2023-01-31 23:04:59,Low,15.0,20.0,0
16,239,10.0,Rainy,5,2390.0,478.0,257,5,7.0,2023-12-18 09:25:28,2023-12-21 04:25:28,Low,67.0,20.0,1
13,191,10.0,Rainy,1,1910.0,382.0,284,5,7.0,2023-12-12 04:24:59,2023-12-12 13:24:59,Low,9.0,20.0,0
7,74,160.0,Cloudy,2,11840.0,2368.0,273,7,7.0,2023-11-23 12:00:58,2023-11-24 06:00:58,High,18.0,20.0,0
13,239,50.0,Sunny,0,11950.0,2390.0,284,10,7.0,2023-06-01 02:37:11,2023-06-01 03:37:11,Low,1.0,20.0,0
15,177,114.0,Sunny,5,20178.0,4035.6,257,10,7.0,2023-12-07 00:10:18,2023-12-07 02:10:18,Medium,2.0,20.0,0
5,189,96.0,Sunny,6,18144.0,3628.8,264,10,8.0,2023-11-28 22:08:26,2023-12-01 19:08:26,Low,69.0,20.0,0
5,156,180.0,Sunny,5,28080.0,5616.0,264,10,7.0,2023-03-15 21:50:07,2023-03-18 12:50:07,High,63.0,20.0,0
17,84,64.0,Cloudy,5,5376.0,1075.2,277,7,7.0,2023-05-04 07:36:19,2023-05-06 05:36:19,Low,46.0,20.0,0
11,133,183.0,Rainy,8,24339.0,4867.8,284,5,7.0,2023-04-24 03:19:55,2023-04-25 20:19:55,High,41.0,20.0,0
5,128,190.0,Cloudy,3,24320.0,4864.0,264,7,9.0,2023-06-16 14:23:14,2023-06-18 16:23:14,High,50.0,20.0,0
0,224,77.0,Sunny,1,17248.0,3449.6000000000004,298,10,7.0,2023-03-25 01:36:15,2023-03-26 14:36:15,Low,37.0,20.0,0
7,66,180.0,Windy,2,11880.0,2376.0,273,6,7.0,2023-05-04 06:47:37,2023-05-06 12:47:37,High,54.0,20.0,0
4,146,88.0,Rainy,2,12848.0,2569.6000000000004,285,5,7.0,2023-10-17 02:23:29,2023-10-19 12:23:29,Low,58.0,20.000000000000004,0
17,95,101.0,Windy,2,9595.0,1919.0,277,6,7.0,2023-06-01 17:29:32,2023-06-02 19:29:32,Low,26.0,20.0,0
5,158,163.0,Cloudy,1,25754.0,5150.8,264,7,7.0,2023-06-13 12:59:18,2023-06-14 07:59:18,High,19.0,20.0,0
12,330,19.0,Sunny,6,6270.0,1254.0,289,10,8.0,2023-08-26 06:33:29,2023-08-27 17:33:29,Low,35.0,20.0,0
6,149,121.0,Windy,6,18029.0,3605.8,242,6,8.0,2023-03-29 10:44:26,2023-04-01 10:44:26,Medium,72.0,20.0,0
13,269,10.0,Sunny,1,2690.0,538.0,284,10,7.0,2023-08-31 02:37:11,2023-08-31 04:37:11,Low,2.0,20.0,0
7,103,188.0,Sunny,4,19364.0,3872.8,273,10,7.0,2023-04-20 04:01:30,2023-04-21 05:01:30,High,25.0,20.0,0
12,298,10.0,Sunny,8,2980.0,596.0,289,10,7.0,2023-06-18 14:17:06,2023-06-19 13:17:06,Low,23.0,20.0,0
0,267,77.0,Cloudy,7,20559.0,4111.8,298,7,6.0,2023-11-28 08:21:28,2023-11-30 22:21:28,Low,62.0,20.0,0
16,264,30.0,Rainy,2,7920.0,1584.0,257,5,7.0,2023-01-07 07:13:23,2023-01-07 21:13:23,Low,14.0,20.0,1
11,121,193.0,Sunny,4,23353.0,4670.6,284,10,7.0,2023-03-01 18:57:25,2023-03-03 09:57:25,High,39.0,20.0,0
3,162,10.0,Windy,7,1620.0,324.0,300,6,6.0,2023-03-01 02:41:10,2023-03-02 22:41:10,Low,44.0,20.0,0
3,213,131.0,Rainy,1,27903.0,5580.6,300,5,7.0,2023-02-21 07:41:58,2023-02-23 07:41:58,Medium,48.0,20.0,0
1,193,72.0,Rainy,6,13896.0,2779.2000000000003,283,5,8.0,2023-01-17 01:30:50,2023-01-19 03:30:50,Low,50.0,20.0,0
13,268,10.0,Windy,3,2680.0,536.0,284,6,9.0,2023-01-20 14:01:49,2023-01-22 04:01:49,Low,38.0,20.0,0
5,156,147.0,Cloudy,0,22932.0,4586.400000000001,264,7,7.0,2023-04-24 06:23:31,2023-04-26 13:23:31,Medium,55.0,20.0,0
16,220,33.0,Cloudy,7,7260.0,1452.0,257,7,6.0,2023-03-02 05:56:08,2023-03-04 13:56:08,Low,56.0,20.0,1
9,187,64.0,Rainy,8,11968.0,2393.6,284,5,7.0,2023-07-23 08:51:33,2023-07-23 18:51:33,Low,10.0,20.0,0
7,67,216.0,Sunny,2,14472.0,2894.4,273,10,7.0,2023-04-26 08:29:44,2023-04-28 04:29:44,High,44.0,20.0,0
12,342,95.0,Rainy,6,32490.0,6498.0,289,5,8.0,2023-04-25 10:08:45,2023-04-26 08:08:45,Low,22.0,20.0,0
15,101,61.0,Windy,4,6161.0,1232.2,257,6,7.0,2023-11-05 12:56:58,2023-11-07 14:56:58,Low,50.0,20.0,0
12,270,60.0,Cloudy,5,16200.0,3240.0,289,7,7.0,2023-12-15 04:40:27,2023-12-17 04:40:27,Low,48.0,20.0,0
11,188,187.0,Rainy,7,35156.0,7031.200000000001,284,5,6.0,2023-03-03 23:03:23,2023-03-05 11:03:23,High,36.0,20.0,0
8,108,93.0,Cloudy,7,10044.0,2008.8,293,7,6.0,2023-05-21 03:55:45,2023-05-21 14:55:45,Low,11.0,20.0,0
14,166,119.0,Cloudy,4,19754.0,3950.8,281,7,7.0,2023-06-07 06:44:35,2023-06-08 17:44:35,Medium,35.0,20.0,0
11,147,120.0,Rainy,2,17640.0,3528.0,284,5,7.0,2023-01-09 12:02:28,2023-01-12 12:02:28,Medium,72.0,20.0,0
10,188,79.0,Sunny,5,14852.0,2970.4,280,10,7.0,2023-06-26 12:42:19,2023-06-27 18:42:19,Low,30.0,20.0,0
14,128,79.0,Windy,2,10112.0,2022.4,281,6,7.0,2023-05-09 07:49:58,2023-05-10 15:49:58,Low,32.0,20.0,0
2,129,140.0,Sunny,8,18060.0,3612.0,269,10,7.0,2023-08-04 19:21:08,2023-08-06 01:21:08,Medium,30.0,20.0,0
2,118,168.0,Windy,2,19824.0,3964.8,269,6,7.0,2023-07-11 07:57:20,2023-07-14 02:57:20,High,67.0,20.0,0
6,130,161.0,Sunny,0,20930.0,4186.0,242,10,7.0,2023-08-19 12:03:56,2023-08-19 14:03:56,High,2.0,20.0,0
11,140,143.0,Windy,4,20020.0,4004.0,284,6,7.0,2023-01-11 14:30:13,2023-01-12 10:30:13,Medium,20.0,20.0,0
11,138,236.0,Windy,8,32568.0,6513.6,284,6,7.0,2023-12-18 06:49:04,2023-12-18 13:49:04,High,7.0,20.0,0
4,135,211.0,Cloudy,3,28485.0,5697.0,285,7,9.0,2023-05-25 23:23:52,2023-05-28 08:23:52,High,57.0,20.0,0
6,127,129.0,Windy,4,16383.0,3276.6000000000004,242,6,7.0,2023-07-19 02:11:15,2023-07-19 21:11:15,Medium,19.0,20.0,0
17,148,103.0,Cloudy,7,15244.0,3048.8,277,7,6.0,2023-05-05 18:38:45,2023-05-07 01:38:45,Low,31.0,20.0,0
17,75,155.0,Cloudy,5,11625.0,2325.0,277,7,7.0,2023-12-21 04:08:31,2023-12-22 23:08:31,High,43.0,20.0,0
9,228,10.0,Sunny,3,2280.0,456.0,284,10,9.0,2023-04-12 07:00:31,2023-04-15 01:00:31,Low,66.0,20.0,0
0,275,110.0,Rainy,5,30250.0,6050.0,298,5,7.0,2023-10-19 01:15:56,2023-10-19 16:15:56,Medium,15.0,20.0,0
7,105,127.0,Sunny,7,13335.0,2667.0,273,10,6.0,2023-02-09 09:20:37,2023-02-09 19:20:37,Medium,10.0,20.0,0
14,128,219.0,Rainy,2,28032.0,5606.400000000001,281,5,7.0,2023-12-05 19:01:57,2023-12-06 20:01:57,High,25.0,20.0,0
10,210,91.0,Sunny,2,19110.0,3822.0,280,10,7.0,2023-01-18 03:47:11,2023-01-18 07:47:11,Low,4.0,20.0,0
16,273,10.0,Windy,7,2730.0,546.0,257,6,6.0,2023-10-27 21:47:38,2023-10-29 13:47:38,Low,40.0,20.0,1
11,197,261.0,Rainy,7,44665.375,8933.075,284,5,6.0,2023-03-01 00:49:08,2023-03-03 07:49:08,High,55.0,20.0,0
13,219,10.0,Cloudy,0,2190.0,438.0,284,7,7.0,2023-08-28 16:30:22,2023-08-31 09:30:22,Low,65.0,20.0,0
8,140,29.0,Windy,2,4060.0,812.0,293,6,7.0,2023-01-15 02:08:30,2023-01-18 00:08:30,Low,70.0,20.0,0
6,129,213.0,Rainy,8,27477.0,5495.400000000001,242,5,7.0,2023-03-28 11:06:32,2023-03-30 09:06:32,High,46.0,20.0,0
17,85,81.0,Sunny,3,6885.0,1377.0,277,10,9.0,2023-03-25 07:23:49,2023-03-25 09:23:49,Low,2.0,20.0,0
0,256,10.0,Windy,6,2560.0,512.0,298,6,8.0,2023-05-12 05:24:17,2023-05-14 05:24:17,Low,48.0,20.0,0
9,199,10.0,Rainy,7,1990.0,398.0,284,5,6.0,2023-04-07 00:39:37,2023-04-08 07:39:37,Low,31.0,20.0,0
13,244,112.0,Sunny,5,27328.0,5465.6,284,10,7.0,2023-08-09 10:26:58,2023-08-10 03:26:58,Medium,17.0,20.0,0
5,154,165.0,Rainy,4,25410.0,5082.0,264,5,7.0,2023-11-26 03:58:44,2023-11-29 03:58:44,High,72.0,20.0,0
13,215,15.0,Rainy,1,3225.0,645.0,284,5,7.0,2023-09-09 20:44:44,2023-09-11 12:44:44,Low,40.0,20.0,0
5,148,138.0,Windy,4,20424.0,4084.8,264,6,7.0,2023-01-23 11:45:47,2023-01-26 04:45:47,Medium,65.0,20.0,0
14,94,92.0,Cloudy,6,8648.0,1729.6,281,7,8.0,2023-05-21 09:33:55,2023-05-22 14:33:55,Low,29.0,20.0,0
4,106,156.0,Rainy,8,16536.0,3307.2000000000003,285,5,7.0,2023-12-04 16:22:19,2023-12-05 16:22:19,High,24.0,20.0,0
12,287,34.0,Windy,8,9758.0,1951.6,289,6,7.0,2023-03-04 00:25:08,2023-03-04 19:25:08,Low,19.0,20.0,0
1,135,136.0,Rainy,7,18360.0,3672.0,283,5,6.0,2023-01-08 16:28:34,2023-01-10 18:28:34,Medium,50.0,20.0,0
5,130,145.0,Windy,2,18850.0,3770.0,264,6,7.0,2023-01-13 09:45:07,2023-01-16 05:45:07,Medium,68.0,20.0,0
6,145,125.0,Windy,5,18125.0,3625.0,242,6,7.0,2023-12-02 11:18:53,2023-12-02 23:18:53,Medium,12.0,20.0,0
12,282,10.0,Cloudy,1,2820.0,564.0,289,7,7.0,2023-09-12 20:49:31,2023-09-15 13:49:31,Low,65.0,20.0,0
9,195,10.0,Rainy,6,1950.0,390.0,284,5,8.0,2023-08-22 11:31:06,2023-08-24 04:31:06,Low,41.0,20.0,0
3,170,60.0,Cloudy,4,10200.0,2040.0,300,7,7.0,2023-04-24 12:42:36,2023-04-27 04:42:36,Low,64.0,20.0,0
15,180,49.0,Windy,7,8820.0,1764.0,257,6,6.0,2023-10-24 12:43:07,2023-10-25 09:43:07,Low,21.0,20.0,0
6,158,143.0,Windy,8,22594.0,4518.8,242,6,7.0,2023-01-17 21:20:45,2023-01-19 17:20:45,Medium,44.0,20.0,0
9,197,14.0,Sunny,7,2758.0,551.6,284,10,6.0,2023-04-11 01:14:35,2023-04-11 19:14:35,Low,18.0,20.0,0
4,84,201.0,Windy,3,16884.0,3376.8,285,6,9.0,2023-06-12 23:11:56,2023-06-13 23:11:56,High,24.0,20.0,0
0,234,75.0,Cloudy,8,17550.0,3510.0,298,7,7.0,2023-12-22 21:25:30,2023-12-24 12:25:30,Low,39.0,20.0,0
16,228,10.0,Cloudy,6,2280.0,456.0,257,7,8.0,2023-10-29 12:17:20,2023-11-01 00:17:20,Low,60.0,20.0,1
14,162,135.0,Sunny,0,21870.0,4374.0,281,10,7.0,2023-10-25 18:02:07,2023-10-27 22:02:07,Medium,52.0,20.0,0
8,134,110.0,Sunny,0,14740.0,2948.0,293,10,7.0,2023-09-08 10:13:56,2023-09-09 21:13:56,Medium,35.0,20.0,0
1,155,163.0,Sunny,3,25265.0,5053.0,283,10,9.0,2023-06-24 17:39:41,2023-06-27 12:39:41,High,67.0,20.0,0
4,145,126.0,Sunny,7,18270.0,3654.0,285,10,6.0,2023-07-21 23:25:09,2023-07-24 10:25:09,Medium,59.0,20.0,0
9,248,95.0,Cloudy,5,23560.0,4712.0,284,7,7.0,2023-05-13 14:45:50,2023-05-14 08:45:50,Low,18.0,20.0,0
5,164,154.0,Rainy,7,25256.0,5051.200000000001,264,5,6.0,2023-10-16 04:54:32,2023-10-17 12:54:32,Medium,32.0,20.000000000000004,0
16,234,101.0,Windy,0,23634.0,4726.8,257,6,7.0,2023-03-03 02:27:38,2023-03-03 04:27:38,Low,2.0,20.0,1
12,341,10.0,Windy,6,3410.0,682.0,289,6,8.0,2023-02-14 16:08:08,2023-02-16 07:08:08,Low,39.0,20.0,0
0,222,52.0,Rainy,6,11544.0,2308.8,298,5,8.0,2023-11-10 18:03:36,2023-11-13 02:03:36,Low,56.0,20.0,0
7,110,153.0,Rainy,5,16830.0,3366.0,273,5,7.0,2023-08-19 13:13:43,2023-08-20 07:13:43,Medium,18.0,20.0,0
12,272,47.0,Rainy,1,12784.0,2556.8,289,5,7.0,2023-01-23 14:04:18,2023-01-24 20:04:18,Low,30.0,20.0,0
12,324,97.0,Sunny,4,31428.0,6285.6,289,10,7.0,2023-07-19 23:27:42,2023-07-21 16:27:42,Low,41.0,20.0,0
5,118,133.0,Windy,0,15694.0,3138.8,264,6,7.0,2023-10-15 09:32:12,2023-10-16 17:32:12,Medium,32.0,20.0,0
10,226,82.0,Rainy,3,18532.0,3706.4,280,5,9.0,2023-04-02 11:31:52,2023-04-04 00:31:52,Low,37.0,20.0,0
8,80,162.0,Cloudy,0,12960.0,2592.0,293,7,7.0,2023-04-08 23:03:16,2023-04-09 18:03:16,High,19.0,20.0,0
9,232,64.0,Rainy,0,14848.0,2969.6000000000004,284,5,7.0,2023-07-21 06:32:51,2023-07-21 17:32:51,Low,11.0,20.0,0
15,122,185.0,Rainy,6,22570.0,4514.0,257,5,8.0,2023-10-17 03:29:28,2023-10-19 08:29:28,High,53.0,20.0,0
4,83,115.0,Cloudy,4,9545.0,1909.0,285,7,7.0,2023-11-27 16:54:21,2023-11-28 19:54:21,Medium,27.0,20.0,0
0,270,99.0,Sunny,6,26730.0,5346.0,298,10,8.0,2023-02-17 17:40:29,2023-02-19 06:40:29,Low,37.0,20.0,0
9,179,43.0,Rainy,6,7697.0,1539.4,284,5,8.0,2023-06-15 09:59:30,2023-06-17 19:59:30,Low,58.0,20.0,0
14,107,92.0,Rainy,0,9844.0,1968.8,281,5,7.0,2023-11-02 05:59:42,2023-11-02 19:59:42,Low,14.0,20.0,0
4,101,125.0,Cloudy,0,12625.0,2525.0,285,7,7.0,2023-10-24 23:31:08,2023-10-25 09:31:08,Medium,10.0,20.0,0
13,218,36.0,Cloudy,7,7848.0,1569.6,284,7,6.0,2023-04-27 19:41:07,2023-04-30 16:41:07,Low,69.0,20.0,0
7,135,176.0,Rainy,8,23760.0,4752.0,273,5,7.0,2023-08-12 07:33:51,2023-08-15 07:33:51,High,72.0,20.0,0
13,215,10.0,Cloudy,2,2150.0,430.0,284,7,7.0,2023-10-17 03:04:40,2023-10-19 15:04:40,Low,60.0,20.0,0
15,135,81.0,Sunny,7,10935.0,2187.0,257,10,6.0,2023-07-16 16:43:24,2023-07-19 04:43:24,Low,60.0,20.0,0
15,174,105.0,Windy,2,18270.0,3654.0,257,6,7.0,2023-01-26 20:01:46,2023-01-28 00:01:46,Medium,28.0,20.0,0
4,82,140.0,Rainy,2,11480.0,2296.0,285,5,7.0,2023-07-21 01:54:34,2023-07-22 15:54:34,Medium,38.0,20.0,0
1,160,96.0,Rainy,2,15360.0,3072.0,283,5,7.0,2023-08-29 02:44:26,2023-08-29 11:44:26,Low,9.0,20.0,0
10,192,138.0,Windy,8,26496.0,5299.200000000001,280,6,7.0,2023-03-29 10:23:07,2023-03-30 10:23:07,Medium,24.0,20.000000000000004,0
9,203,10.0,Windy,3,2030.0,406.0,284,6,9.0,2023-07-15 09:42:11,2023-07-17 04:42:11,Low,43.0,20.0,0
9,181,96.0,Windy,4,17376.0,3475.2000000000003,284,6,7.0,2023-09-25 14:39:06,2023-09-28 01:39:06,Low,59.0,20.0,0
10,159,77.0,Rainy,2,12243.0,2448.6,280,5,7.0,2023-10-25 05:51:48,2023-10-26 18:51:48,Low,37.0,20.0,0
11,184,194.0,Cloudy,7,35696.0,7139.200000000001,284,7,6.0,2023-11-21 17:58:12,2023-11-24 16:58:12,High,71.0,20.0,0
9,232,89.0,Cloudy,8,20648.0,4129.6,284,7,7.0,2023-03-14 02:17:16,2023-03-15 11:17:16,Low,33.0,20.0,0
1,197,53.0,Rainy,2,10441.0,2088.2000000000003,283,5,7.0,2023-11-20 12:44:17,2023-11-22 22:44:17,Low,58.0,20.000000000000004,0
8,73,20.0,Rainy,0,1460.0,292.0,293,5,7.0,2023-08-29 09:07:16,2023-09-01 04:07:16,Low,67.0,20.0,0
7,93,90.0,Rainy,4,8370.0,1674.0,273,5,7.0,2023-01-14 23:30:57,2023-01-15 12:30:57,Low,13.0,20.0,0
2,115,111.0,Sunny,6,12765.0,2553.0,269,10,8.0,2023-06-14 17:45:30,2023-06-16 06:45:30,Medium,37.0,20.0,0
1,168,149.0,Rainy,1,25032.0,5006.400000000001,283,5,7.0,2023-01-31 17:33:14,2023-01-31 19:33:14,Medium,2.0,20.0,0
7,135,203.0,Windy,6,27405.0,5481.0,273,6,8.0,2023-11-30 17:08:14,2023-12-02 10:08:14,High,41.0,20.0,0
16,243,10.0,Cloudy,7,2430.0,486.0,257,7,6.0,2023-05-11 01:42:37,2023-05-12 10:42:37,Low,33.0,20.0,1
9,193,52.0,Cloudy,6,10036.0,2007.2,284,7,8.0,2023-07-08 19:06:10,2023-07-11 07:06:10,Low,60.0,20.0,0
5,128,64.0,Cloudy,8,8192.0,1638.4,264,7,7.0,2023-11-06 02:16:36,2023-11-07 00:16:36,Low,22.0,20.0,0
13,234,107.0,Sunny,1,25038.0,5007.6,284,10,7.0,2023-05-28 04:53:12,2023-05-29 19:53:12,Medium,39.0,20.0,0
5,189,167.0,Rainy,3,31563.0,6312.6,264,5,9.0,2023-06-29 08:11:12,2023-06-29 13:11:12,High,5.0,20.0,0
13,262,16.0,Cloudy,8,4192.0,838.4000000000001,284,7,7.0,2023-08-15 23:49:01,2023-08-17 06:49:01,Low,31.0,20.0,0
16,226,10.0,Cloudy,8,2260.0,452.0,257,7,7.0,2023-04-11 12:13:46,2023-04-14 06:13:46,Low,66.0,20.0,1
7,100,116.0,Windy,5,11600.0,2320.0,273,6,7.0,2023-10-11 06:37:48,2023-10-13 02:37:48,Medium,44.0,20.0,0
0,239,10.0,Cloudy,7,2390.0,478.0,298,7,6.0,2023-12-24 22:30:34,2023-12-27 01:30:34,Low,51.0,20.0,0
13,239,61.0,Sunny,0,14579.0,2915.8,284,10,7.0,2023-02-27 04:00:09,2023-02-28 06:00:09,Low,26.0,20.0,0
5,180,50.0,Cloudy,0,9000.0,1800.0,264,7,7.0,2023-05-28 02:44:24,2023-05-28 20:44:24,Low,18.0,20.0,0
9,233,52.0,Windy,1,12116.0,2423.2000000000003,284,6,7.0,2023-03-12 00:49:12,2023-03-13 20:49:12,Low,44.0,20.0,0
8,80,21.0,Cloudy,5,1680.0,336.0,293,7,7.0,2023-03-14 01:16:22,2023-03-16 21:16:22,Low,68.0,20.0,0
14,125,106.0,Cloudy,3,13250.0,2650.0,281,7,9.0,2023-07-24 11:24:22,2023-07-25 21:24:22,Medium,34.0,20.0,0
0,298,67.0,Cloudy,2,19966.0,3993.2,298,7,7.0,2023-09-23 12:22:09,2023-09-26 06:22:09,Low,66.0,20.0,0
10,205,146.0,Sunny,8,29930.0,5986.0,280,10,7.0,2023-03-17 05:08:42,2023-03-18 18:08:42,Medium,37.0,20.0,0
7,126,235.0,Windy,8,29610.0,5922.0,273,6,7.0,2023-03-23 01:42:20,2023-03-25 17:42:20,High,64.0,20.0,0
1,169,203.0,Windy,8,34307.0,6861.400000000001,283,6,7.0,2023-03-27 19:10:58,2023-03-30 16:10:58,High,69.0,20.0,0
2,188,24.0,Windy,4,4512.0,902.4,269,6,7.0,2023-07-21 07:52:06,2023-07-23 05:52:06,Low,46.0,20.0,0
13,252,10.0,Windy,3,2520.0,504.0,284,6,9.0,2023-10-25 09:48:27,2023-10-27 12:48:27,Low,51.0,20.0,0
13,202,47.0,Sunny,4,9494.0,1898.8,284,10,7.0,2023-01-31 00:24:53,2023-02-01 06:24:53,Low,30.0,20.0,0
7,77,164.0,Rainy,0,12628.0,2525.6000000000004,273,5,7.0,2023-01-23 12:09:12,2023-01-24 07:09:12,High,19.0,20.000000000000004,0
15,118,63.0,Rainy,3,7434.0,1486.8000000000002,257,5,9.0,2023-10-08 00:58:28,2023-10-08 20:58:28,Low,20.0,20.0,0
2,155,141.0,Rainy,6,21855.0,4371.0,269,5,8.0,2023-11-25 12:40:29,2023-11-27 04:40:29,Medium,40.0,20.0,0
4,95,124.0,Rainy,7,11780.0,2356.0,285,5,6.0,2023-07-17 13:54:24,2023-07-19 04:54:24,Medium,39.0,20.0,0
0,282,19.0,Windy,7,5358.0,1071.6,298,6,6.0,2023-05-14 07:26:57,2023-05-16 06:26:57,Low,47.0,20.0,0
9,185,42.0,Rainy,5,7770.0,1554.0,284,5,7.0,2023-05-16 23:35:22,2023-05-19 18:35:22,Low,67.0,20.0,0
17,121,207.0,Windy,3,25047.0,5009.400000000001,277,6,9.0,2023-01-02 19:36:40,2023-01-04 18:36:40,High,47.0,20.0,0
6,121,210.0,Cloudy,2,25410.0,5082.0,242,7,7.0,2023-04-28 16:44:08,2023-05-01 12:44:08,High,68.0,20.0,0
12,343,11.0,Windy,7,3773.0,754.6,289,6,6.0,2023-02-02 14:12:37,2023-02-02 16:12:37,Low,2.0,20.0,0
5,150,60.0,Sunny,7,9000.0,1800.0,264,10,6.0,2023-06-03 00:20:03,2023-06-05 13:20:03,Low,61.0,20.0,0
1,134,208.0,Sunny,3,27872.0,5574.400000000001,283,10,9.0,2023-07-27 06:10:03,2023-07-28 23:10:03,High,41.0,20.0,0
4,150,95.0,Cloudy,5,14250.0,2850.0,285,7,7.0,2023-03-27 16:24:06,2023-03-28 23:24:06,Low,31.0,20.0,0
14,141,163.0,Rainy,2,22983.0,4596.6,281,5,7.0,2023-07-03 05:07:11,2023-07-05 05:07:11,High,48.0,20.0,0
15,173,116.0,Cloudy,3,20068.0,4013.6,257,7,9.0,2023-12-27 01:27:43,2023-12-28 17:27:43,Medium,40.0,20.0,0
7,77,179.0,Rainy,1,13783.0,2756.6000000000004,273,5,7.0,2023-03-02 06:02:45,2023-03-03 03:02:45,High,21.0,20.000000000000004,0
14,154,120.0,Rainy,4,18480.0,3696.0,281,5,7.0,2023-02-13 15:46:53,2023-02-15 13:46:53,Medium,46.0,20.0,0
10,193,77.0,Rainy,4,14861.0,2972.2000000000003,280,5,7.0,2023-03-16 01:16:28,2023-03-18 14:16:28,Low,61.0,20.0,0
3,201,32.0,Cloudy,8,6432.0,1286.4,300,7,7.0,2023-04-29 08:27:38,2023-04-30 19:27:38,Low,35.0,20.0,0
1,200,166.0,Rainy,1,33200.0,6640.0,283,5,7.0,2023-06-01 19:44:13,2023-06-04 09:44:13,High,62.0,20.0,0
3,161,43.0,Sunny,8,6923.0,1384.6,300,10,7.0,2023-04-15 23:47:27,2023-04-16 09:47:27,Low,10.0,20.0,0
16,284,49.0,Cloudy,4,13916.0,2783.2000000000003,257,7,7.0,2023-05-12 06:43:52,2023-05-14 16:43:52,Low,58.0,20.0,1
15,120,187.0,Sunny,3,22440.0,4488.0,257,10,9.0,2023-09-08 03:27:16,2023-09-10 02:27:16,High,47.0,20.0,0
13,196,22.0,Cloudy,5,4312.0,862.4000000000001,284,7,7.0,2023-09-09 07:43:07,2023-09-09 08:43:07,Low,1.0,20.0,0
2,124,126.0,Rainy,8,15624.0,3124.8,269,5,7.0,2023-04-13 22:34:39,2023-04-15 20:34:39,Medium,46.0,20.0,0
16,246,87.0,Sunny,2,21402.0,4280.400000000001,257,10,7.0,2023-12-14 16:53:24,2023-12-17 04:53:24,Low,60.0,20.000000000000004,1
15,165,125.0,Cloudy,3,20625.0,4125.0,257,7,9.0,2023-05-16 14:15:27,2023-05-17 12:15:27,Medium,22.0,20.0,0
10,225,152.0,Sunny,2,34200.0,6840.0,280,10,7.0,2023-05-10 15:20:22,2023-05-11 09:20:22,Medium,18.0,20.0,0
2,179,100.0,Cloudy,4,17900.0,3580.0,269,7,7.0,2023-05-04 18:55:22,2023-05-07 17:55:22,Low,71.0,20.0,0
11,200,164.0,Windy,0,32800.0,6560.0,284,6,7.0,2023-09-01 15:38:59,2023-09-04 15:38:59,High,72.0,20.0,0
14,158,196.0,Rainy,2,30968.0,6193.6,281,5,7.0,2023-12-12 19:13:51,2023-12-13 11:13:51,High,16.0,20.0,0
9,196,57.0,Cloudy,7,11172.0,2234.4,284,7,6.0,2023-04-15 21:07:47,2023-04-17 05:07:47,Low,32.0,20.0,0
12,344,61.0,Windy,7,20984.0,4196.8,289,6,6.0,2023-02-21 14:00:52,2023-02-23 13:00:52,Low,47.0,20.0,0
7,70,181.0,Sunny,1,12670.0,2534.0,273,10,7.0,2023-07-28 11:05:27,2023-07-29 11:05:27,High,24.0,20.0,0
5,179,71.0,Rainy,4,12709.0,2541.8,264,5,7.0,2023-05-03 13:17:03,2023-05-05 06:17:03,Low,41.0,20.0,0
13,240,114.0,Cloudy,4,27360.0,5472.0,284,7,7.0,2023-09-28 21:06:33,2023-10-01 00:06:33,Medium,51.0,20.0,0
14,128,145.0,Windy,3,18560.0,3712.0,281,6,9.0,2023-03-30 00:35:41,2023-03-31 17:35:41,Medium,41.0,20.0,0
10,216,118.0,Rainy,0,25488.0,5097.6,280,5,7.0,2023-01-28 00:28:52,2023-01-31 00:28:52,Medium,72.0,20.0,0
1,144,58.0,Windy,2,8352.0,1670.4,283,6,7.0,2023-12-16 17:52:26,2023-12-17 22:52:26,Low,29.0,20.0,0
2,180,136.0,Rainy,5,24480.0,4896.0,269,5,7.0,2023-08-16 14:48:16,2023-08-19 09:48:16,Medium,67.0,20.0,0
2,133,99.0,Sunny,0,13167.0,2633.4,269,10,7.0,2023-12-03 21:53:19,2023-12-05 06:53:19,Low,33.0,20.0,0
16,270,41.0,Rainy,2,11070.0,2214.0,257,5,7.0,2023-12-20 12:51:37,2023-12-22 02:51:37,Low,38.0,20.0,1
8,75,57.0,Cloudy,4,4275.0,855.0,293,7,7.0,2023-09-06 15:58:56,2023-09-07 17:58:56,Low,26.0,20.0,0
17,124,147.0,Windy,3,18228.0,3645.6,277,6,9.0,2023-12-17 12:46:24,2023-12-18 00:46:24,Medium,12.0,20.0,0
0,281,110.0,Sunny,3,30910.0,6182.0,298,10,9.0,2023-04-07 03:04:39,2023-04-07 17:04:39,Medium,14.0,20.0,0
