Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start DateTime,End DateTime,Demand,Sales Duration (hours),Profit Percentage
Sunflower,104,119.0,Rainy,Special Events,12376.0,2475.2000000000003,257,5,8.0,2023-03-08 16:06:18,2023-03-09 19:06:18,Medium,27.0,20.0
Daisy,94,76.0,Windy,Marriage,7144.0,1428.8000000000002,285,6,7.0,2023-01-26 04:15:26,2023-01-28 04:15:26,Low,48.0,20.000000000000004
Jasmine,105,93.0,Windy,Corporate Events,9765.0,1953.0,293,6,7.0,2023-09-10 19:06:26,2023-09-13 14:06:26,Low,67.0,20.0
Calla Lily,234,51.0,Sunny,Temple,11934.0,2386.8,298,10,6.0,2023-11-16 21:38:53,2023-11-17 13:38:53,Low,16.0,20.0
Hibiscus,90,187.0,Cloudy,Luxury Events,16830.0,3366.0,273,7,7.0,2023-09-18 07:09:27,2023-09-18 15:09:27,High,8.0,20.0
Sunflower,160,108.0,Windy,Weddings,17280.0,3456.0,257,6,7.0,2023-03-05 09:39:32,2023-03-08 00:39:32,Medium,63.0,20.0
Lily,174,28.0,Cloudy,Weddings,4872.0,974.4,280,7,7.0,2023-09-20 19:31:44,2023-09-23 18:31:44,Low,71.0,20.0
Hibiscus,85,203.0,Rainy,Marriage,17255.0,3451.0,273,5,7.0,2023-06-07 15:13:29,2023-06-09 08:13:29,High,41.0,20.0
Jasmine,95,157.0,Cloudy,High-End Customers,14915.0,2983.0,293,7,9.0,2023-09-17 06:22:58,2023-09-20 05:22:58,High,71.0,20.0
Dahlia,171,87.0,Cloudy,Marriage,14877.0,2975.4,300,7,7.0,2023-03-16 04:22:27,2023-03-17 16:22:27,Low,36.0,20.0
Lily,186,84.0,Sunny,High-End Customers,15624.0,3124.8,280,10,9.0,2023-05-26 00:51:53,2023-05-26 17:51:53,Low,17.0,20.0
Chrysanthemum,171,17.0,Windy,Marriage,2907.0,581.4,269,6,7.0,2023-07-13 13:10:31,2023-07-15 21:10:31,Low,56.0,20.0
Zinnia,104,191.0,Windy,Special Events,19864.0,3972.8,277,6,8.0,2023-08-25 03:56:06,2023-08-26 07:56:06,High,28.0,20.0
Daisy,111,65.0,Cloudy,Daily Consumers,7215.0,1443.0,285,7,7.0,2023-11-26 01:52:41,2023-11-28 05:52:41,Low,52.0,20.0
Calla Lily,267,120.0,Rainy,Special Events,32040.0,6408.0,298,5,8.0,2023-05-17 18:12:26,2023-05-18 04:12:26,Medium,10.0,20.0
Tulip,299,109.0,Rainy,Special Events,32591.0,6518.200000000001,257,5,8.0,2023-04-16 05:22:07,2023-04-17 18:22:07,Medium,37.0,20.0
Calla Lily,297,42.0,Sunny,Luxury Events,12474.0,2494.8,298,10,7.0,2023-04-04 04:42:48,2023-04-04 19:42:48,Low,15.0,20.0
Dahlia,180,138.0,Windy,Festivals,24840.0,4968.0,300,6,7.0,2023-07-04 22:19:28,2023-07-06 19:19:28,Medium,45.0,20.0
Dahlia,171,49.0,Windy,Marriage,8379.0,1675.8000000000002,300,6,7.0,2023-04-05 18:15:50,2023-04-07 05:15:50,Low,35.0,20.0
Tulip,278,126.0,Rainy,Temple,35028.0,7005.6,257,5,6.0,2023-06-15 11:27:49,2023-06-15 19:27:49,Medium,8.0,20.0
Gerbera,149,208.0,Windy,Weddings,30992.0,6198.400000000001,242,6,7.0,2023-09-12 01:34:04,2023-09-13 23:34:04,High,46.0,20.0
Poppy,269,10.0,Rainy,Corporate Events,2690.0,538.0,284,5,7.0,2023-06-20 00:17:53,2023-06-20 08:17:53,Low,8.0,20.0
Poppy,221,27.0,Cloudy,Marriage,5967.0,1193.4,284,7,7.0,2023-07-24 20:47:35,2023-07-26 08:47:35,Low,36.0,20.0
Daisy,103,124.0,Cloudy,Corporate Events,12772.0,2554.4,285,7,7.0,2023-03-10 16:49:32,2023-03-12 16:49:32,Medium,48.0,20.0
Lily,200,81.0,Windy,Special Events,16200.0,3240.0,280,6,8.0,2023-08-01 08:24:21,2023-08-01 11:24:21,Low,3.0,20.0
Dahlia,171,69.0,Sunny,Luxury Events,11799.0,2359.8,300,10,7.0,2023-05-25 09:43:53,2023-05-28 09:43:53,Low,72.0,20.0
Carnation,178,150.0,Sunny,Luxury Events,26700.0,5340.0,283,10,7.0,2023-10-20 06:33:19,2023-10-21 14:33:19,Medium,32.0,20.0
Gerbera,157,218.0,Cloudy,Luxury Events,34226.0,6845.200000000001,242,7,7.0,2023-01-26 19:39:10,2023-01-29 04:39:10,High,57.0,20.0
Daisy,114,152.0,Cloudy,Weddings,17328.0,3465.6000000000004,285,7,7.0,2023-03-10 03:23:13,2023-03-12 11:23:13,Medium,56.0,20.0
Gerbera,106,189.0,Rainy,Weddings,20034.0,4006.8,242,5,7.0,2023-09-08 22:10:06,2023-09-10 18:10:06,High,44.0,20.0
Orchid,306,32.0,Windy,Temple,9792.0,1958.4,289,6,6.0,2023-07-04 05:22:33,2023-07-06 15:22:33,Low,58.0,20.0
Sunflower,168,85.0,Cloudy,High-End Customers,14280.0,2856.0,257,7,9.0,2023-06-17 01:04:00,2023-06-17 18:04:00,Low,17.0,20.0
Dahlia,141,92.0,Windy,Temple,12972.0,2594.4,300,6,6.0,2023-07-12 10:20:02,2023-07-14 07:20:02,Low,45.0,20.0
Calla Lily,281,10.0,Windy,Temple,2810.0,562.0,298,6,6.0,2023-10-18 09:49:21,2023-10-20 19:49:21,Low,58.0,20.0
Dahlia,218,10.0,Sunny,Special Events,2180.0,436.0,300,10,8.0,2023-11-03 23:15:47,2023-11-04 21:15:47,Low,22.0,20.0
Zinnia,105,63.0,Sunny,Festivals,6615.0,1323.0,277,10,7.0,2023-06-10 19:08:23,2023-06-13 10:08:23,Low,63.0,20.0
Zinnia,116,108.0,Cloudy,High-End Customers,12528.0,2505.6000000000004,277,7,9.0,2023-11-01 18:44:29,2023-11-04 13:44:29,Medium,67.0,20.000000000000004
Jasmine,77,50.0,Windy,Daily Consumers,3850.0,770.0,293,6,7.0,2023-03-06 11:30:02,2023-03-06 22:30:02,Low,11.0,20.0
Orchid,317,10.0,Rainy,Luxury Events,3170.0,634.0,289,5,7.0,2023-11-05 09:15:02,2023-11-07 06:15:02,Low,45.0,20.0
Poppy,253,20.0,Sunny,Marriage,5060.0,1012.0,284,10,7.0,2023-01-11 06:59:37,2023-01-11 12:59:37,Low,6.0,20.0
Dahlia,141,137.0,Sunny,Temple,19317.0,3863.4,300,10,6.0,2023-06-04 16:16:21,2023-06-06 05:16:21,Medium,37.0,20.0
Calla Lily,221,50.0,Sunny,Temple,11050.0,2210.0,298,10,6.0,2023-10-02 16:41:27,2023-10-03 08:41:27,Low,16.0,20.0
Poppy,217,78.0,Windy,Daily Consumers,16926.0,3385.2000000000003,284,6,7.0,2023-11-25 18:48:29,2023-11-25 19:48:29,Low,1.0,20.0
Poppy,225,102.0,Sunny,Corporate Events,22950.0,4590.0,284,10,7.0,2023-12-05 01:37:37,2023-12-07 11:37:37,Low,58.0,20.0
Carnation,194,93.0,Windy,Marriage,18042.0,3608.4,283,6,7.0,2023-12-17 05:00:58,2023-12-18 02:00:58,Low,21.0,20.0
Poppy,225,61.0,Sunny,Daily Consumers,13725.0,2745.0,284,10,7.0,2023-01-08 05:28:38,2023-01-09 09:28:38,Low,28.0,20.0
Geranium,110,37.0,Cloudy,Festivals,4070.0,814.0,264,7,7.0,2023-06-08 01:24:55,2023-06-10 18:24:55,Low,65.0,20.0
Gerbera,151,177.0,Sunny,Temple,26727.0,5345.400000000001,242,10,6.0,2023-10-31 18:10:45,2023-11-02 09:10:45,High,39.0,20.0
Lily,181,114.0,Rainy,Temple,20634.0,4126.8,280,5,6.0,2023-10-18 04:19:14,2023-10-18 18:19:14,Medium,14.0,20.0
Marigold,181,271.0,Windy,Weddings,44665.375,8933.075,284,6,7.0,2023-09-04 12:37:17,2023-09-04 18:37:17,High,6.0,20.0
Tulip,275,116.0,Cloudy,Daily Consumers,31900.0,6380.0,257,7,7.0,2023-01-23 15:32:45,2023-01-25 13:32:45,Medium,46.0,20.0
Daisy,94,107.0,Cloudy,Festivals,10058.0,2011.6,285,7,7.0,2023-09-23 19:49:31,2023-09-25 01:49:31,Medium,30.0,20.0
Carnation,155,164.0,Rainy,Weddings,25420.0,5084.0,283,5,7.0,2023-12-23 18:37:16,2023-12-26 12:37:16,High,66.0,20.0
Calla Lily,252,10.0,Rainy,High-End Customers,2520.0,504.0,298,5,9.0,2023-03-06 12:18:01,2023-03-08 03:18:01,Low,39.0,20.0
Poppy,198,10.0,Windy,Temple,1980.0,396.0,284,6,6.0,2023-05-10 09:14:33,2023-05-13 05:14:33,Low,68.0,20.0
Geranium,163,188.0,Windy,Daily Consumers,30644.0,6128.8,264,6,7.0,2023-03-30 20:34:26,2023-04-02 00:34:26,High,52.0,20.0
Rose,143,223.0,Sunny,Special Events,31889.0,6377.8,281,10,8.0,2023-02-14 10:48:00,2023-02-15 07:48:00,High,21.0,20.0
Dahlia,169,27.0,Rainy,Special Events,4563.0,912.6,300,5,8.0,2023-08-04 15:00:42,2023-08-07 06:00:42,Low,63.0,20.0
Dahlia,182,136.0,Sunny,Luxury Events,24752.0,4950.400000000001,300,10,7.0,2023-01-20 10:07:47,2023-01-23 10:07:47,Medium,72.0,20.0
Lavender,183,136.0,Rainy,Temple,24888.0,4977.6,284,5,6.0,2023-10-19 20:50:23,2023-10-22 07:50:23,Medium,59.0,20.0
Zinnia,91,190.0,Sunny,Weddings,17290.0,3458.0,277,10,7.0,2023-08-11 07:03:37,2023-08-11 17:03:37,High,10.0,20.0
Rose,159,95.0,Rainy,Daily Consumers,15105.0,3021.0,281,5,7.0,2023-07-24 16:08:32,2023-07-25 02:08:32,Low,10.0,20.0
Calla Lily,262,40.0,Rainy,Temple,10480.0,2096.0,298,5,6.0,2023-06-23 10:02:36,2023-06-24 10:02:36,Low,24.0,20.0
Gerbera,112,213.0,Sunny,High-End Customers,23856.0,4771.2,242,10,9.0,2023-11-29 00:29:22,2023-11-29 04:29:22,High,4.0,20.0
Orchid,326,19.0,Cloudy,Corporate Events,6194.0,1238.8000000000002,289,7,7.0,2023-12-04 13:58:45,2023-12-05 23:58:45,Low,34.0,20.000000000000004
Jasmine,112,76.0,Cloudy,Temple,8512.0,1702.4,293,7,6.0,2023-02-16 03:03:20,2023-02-18 17:03:20,Low,62.0,20.0
Jasmine,87,127.0,Windy,Marriage,11049.0,2209.8,293,6,7.0,2023-01-20 04:33:08,2023-01-22 18:33:08,Medium,62.0,20.0
Chrysanthemum,122,136.0,Rainy,High-End Customers,16592.0,3318.4,269,5,9.0,2023-12-28 12:09:11,2023-12-30 18:09:11,Medium,54.0,20.0
Dahlia,182,55.0,Windy,Festivals,10010.0,2002.0,300,6,7.0,2023-06-09 00:46:57,2023-06-10 04:46:57,Low,28.0,20.0
Lavender,214,24.0,Rainy,Special Events,5136.0,1027.2,284,5,8.0,2023-08-09 05:32:24,2023-08-10 05:32:24,Low,24.0,20.0
Sunflower,173,156.0,Windy,Weddings,26988.0,5397.6,257,6,7.0,2023-07-18 21:38:43,2023-07-20 08:38:43,High,35.0,20.0
Geranium,188,123.0,Windy,Weddings,23124.0,4624.8,264,6,7.0,2023-07-15 17:26:53,2023-07-17 16:26:53,Medium,47.0,20.0
Tulip,252,10.0,Cloudy,Festivals,2520.0,504.0,257,7,7.0,2023-04-01 11:45:47,2023-04-04 11:45:47,Low,72.0,20.0
Gerbera,103,138.0,Windy,Temple,14214.0,2842.8,242,6,6.0,2023-11-27 18:42:48,2023-11-27 20:42:48,Medium,2.0,20.0
Jasmine,104,121.0,Windy,Corporate Events,12584.0,2516.8,293,6,7.0,2023-07-26 12:48:08,2023-07-28 16:48:08,Medium,52.0,20.0
Zinnia,123,55.0,Windy,Weddings,6765.0,1353.0,277,6,7.0,2023-12-26 19:35:54,2023-12-27 12:35:54,Low,17.0,20.0
Poppy,224,10.0,Sunny,Daily Consumers,2240.0,448.0,284,10,7.0,2023-04-26 09:27:30,2023-04-26 22:27:30,Low,13.0,20.0
Orchid,271,12.0,Windy,Daily Consumers,3252.0,650.4000000000001,289,6,7.0,2023-08-23 05:37:41,2023-08-23 14:37:41,Low,9.0,20.000000000000004
Geranium,165,70.0,Windy,Corporate Events,11550.0,2310.0,264,6,7.0,2023-05-02 06:41:09,2023-05-03 23:41:09,Low,41.0,20.0
Lavender,188,101.0,Rainy,Festivals,18988.0,3797.6,284,5,7.0,2023-08-17 05:18:23,2023-08-17 12:18:23,Low,7.0,20.0
Lavender,186,26.0,Rainy,High-End Customers,4836.0,967.2,284,5,9.0,2023-09-08 19:38:19,2023-09-09 10:38:19,Low,15.0,20.0
Sunflower,110,103.0,Rainy,Marriage,11330.0,2266.0,257,5,7.0,2023-12-01 22:01:17,2023-12-04 05:01:17,Low,55.0,20.0
Lavender,242,107.0,Cloudy,Weddings,25894.0,5178.8,284,7,7.0,2023-05-06 03:34:37,2023-05-06 13:34:37,Medium,10.0,20.0
Gerbera,106,237.0,Windy,Festivals,25122.0,5024.400000000001,242,6,7.0,2023-08-02 03:27:20,2023-08-03 18:27:20,High,39.0,20.0
Poppy,219,53.0,Cloudy,Weddings,11607.0,2321.4,284,7,7.0,2023-09-09 08:54:55,2023-09-11 18:54:55,Low,58.0,20.0
Sunflower,166,123.0,Rainy,Temple,20418.0,4083.6,257,5,6.0,2023-01-08 09:02:02,2023-01-11 00:02:02,Medium,63.0,20.0
Dahlia,214,108.0,Sunny,Corporate Events,23112.0,4622.400000000001,300,10,7.0,2023-01-22 00:39:38,2023-01-22 23:39:38,Medium,23.0,20.0
Carnation,207,61.0,Rainy,Special Events,12627.0,2525.4,283,5,8.0,2023-07-01 05:22:30,2023-07-03 03:22:30,Low,46.0,20.0
Tulip,232,33.0,Windy,Special Events,7656.0,1531.2,257,6,8.0,2023-09-15 16:48:15,2023-09-16 23:48:15,Low,31.0,20.0
Geranium,129,183.0,Rainy,Weddings,23607.0,4721.400000000001,264,5,7.0,2023-01-07 22:17:40,2023-01-08 01:17:40,High,3.0,20.0
Dahlia,168,97.0,Windy,Festivals,16296.0,3259.2000000000003,300,6,7.0,2023-03-26 17:44:38,2023-03-28 05:44:38,Low,36.0,20.0
Jasmine,117,40.0,Cloudy,Festivals,4680.0,936.0,293,7,7.0,2023-11-22 00:00:53,2023-11-24 19:00:53,Low,67.0,20.0
Lily,188,75.0,Sunny,Festivals,14100.0,2820.0,280,10,7.0,2023-09-06 17:46:33,2023-09-08 07:46:33,Low,38.0,20.0
Gerbera,146,119.0,Windy,Daily Consumers,17374.0,3474.8,242,6,7.0,2023-09-03 05:12:58,2023-09-05 06:12:58,Medium,49.0,20.0
Poppy,237,38.0,Cloudy,Special Events,9006.0,1801.2,284,7,8.0,2023-11-15 19:32:32,2023-11-17 18:32:32,Low,47.0,20.0
Dahlia,217,44.0,Windy,Daily Consumers,9548.0,1909.6,300,6,7.0,2023-02-11 18:42:07,2023-02-12 11:42:07,Low,17.0,20.0
Sunflower,166,117.0,Rainy,Festivals,19422.0,3884.4,257,5,7.0,2023-07-11 02:04:43,2023-07-12 15:04:43,Medium,37.0,20.0
Lily,154,22.0,Rainy,Temple,3388.0,677.6,280,5,6.0,2023-03-04 13:20:34,2023-03-06 08:20:34,Low,43.0,20.0
Chrysanthemum,119,71.0,Sunny,Festivals,8449.0,1689.8000000000002,269,10,7.0,2023-07-06 14:04:30,2023-07-09 12:04:30,Low,70.0,20.0
Gerbera,107,159.0,Rainy,Special Events,17013.0,3402.6000000000004,242,5,8.0,2023-01-04 14:55:15,2023-01-07 10:55:15,High,68.0,20.0
Tulip,232,44.0,Cloudy,Luxury Events,10208.0,2041.6,257,7,7.0,2023-04-13 22:12:54,2023-04-16 03:12:54,Low,53.0,20.0
Lavender,237,25.0,Cloudy,Luxury Events,5925.0,1185.0,284,7,7.0,2023-01-02 09:51:35,2023-01-04 21:51:35,Low,60.0,20.0
Lavender,224,127.0,Rainy,Luxury Events,28448.0,5689.6,284,5,7.0,2023-04-26 19:07:24,2023-04-29 19:07:24,Medium,72.0,20.0
Lily,150,36.0,Cloudy,Daily Consumers,5400.0,1080.0,280,7,7.0,2023-10-07 01:09:47,2023-10-08 10:09:47,Low,33.0,20.0
Tulip,252,79.0,Rainy,Luxury Events,19908.0,3981.6,257,5,7.0,2023-05-15 17:19:15,2023-05-16 22:19:15,Low,29.0,20.0
Orchid,282,10.0,Sunny,High-End Customers,2820.0,564.0,289,10,9.0,2023-11-17 12:15:34,2023-11-17 16:15:34,Low,4.0,20.0
Dahlia,164,96.0,Rainy,Marriage,15744.0,3148.8,300,5,7.0,2023-06-11 11:23:39,2023-06-13 10:23:39,Low,47.0,20.0
Carnation,170,171.0,Sunny,Luxury Events,29070.0,5814.0,283,10,7.0,2023-08-04 15:25:10,2023-08-05 03:25:10,High,12.0,20.0
Orchid,279,65.0,Sunny,Temple,18135.0,3627.0,289,10,6.0,2023-09-12 10:16:44,2023-09-14 01:16:44,Low,39.0,20.0
Calla Lily,290,88.0,Windy,Temple,25520.0,5104.0,298,6,6.0,2023-01-13 22:37:18,2023-01-16 02:37:18,Low,52.0,20.0
Rose,143,229.0,Sunny,Weddings,32747.0,6549.400000000001,281,10,7.0,2023-07-10 02:45:59,2023-07-11 10:45:59,High,32.0,20.0
Orchid,347,10.0,Windy,High-End Customers,3470.0,694.0,289,6,9.0,2023-03-27 21:44:28,2023-03-28 19:44:28,Low,22.0,20.0
Lavender,231,78.0,Rainy,Temple,18018.0,3603.6,284,5,6.0,2023-07-30 14:37:21,2023-07-31 02:37:21,Low,12.0,20.0
Tulip,280,73.0,Rainy,Marriage,20440.0,4088.0,257,5,7.0,2023-09-10 13:49:14,2023-09-12 18:49:14,Low,53.0,20.0
Zinnia,120,83.0,Windy,Temple,9960.0,1992.0,277,6,6.0,2023-10-19 19:06:07,2023-10-20 08:06:07,Low,13.0,20.0
Chrysanthemum,125,53.0,Cloudy,Luxury Events,6625.0,1325.0,269,7,7.0,2023-11-25 17:23:37,2023-11-26 22:23:37,Low,29.0,20.0
Gerbera,96,109.0,Sunny,Luxury Events,10464.0,2092.8,242,10,7.0,2023-12-25 07:40:27,2023-12-27 06:40:27,Medium,47.0,20.0
Lavender,242,109.0,Rainy,Weddings,26378.0,5275.6,284,5,7.0,2023-08-31 10:17:14,2023-08-31 22:17:14,Medium,12.0,20.0
Jasmine,79,52.0,Rainy,Festivals,4108.0,821.6,293,5,7.0,2023-08-17 08:36:10,2023-08-18 12:36:10,Low,28.0,20.0
Carnation,149,204.0,Rainy,Temple,30396.0,6079.200000000001,283,5,6.0,2023-03-31 13:26:00,2023-04-03 02:26:00,High,61.0,20.0
Sunflower,160,188.0,Sunny,Corporate Events,30080.0,6016.0,257,10,7.0,2023-09-21 08:28:30,2023-09-21 17:28:30,High,9.0,20.0
Rose,162,153.0,Cloudy,Special Events,24786.0,4957.200000000001,281,7,8.0,2023-05-06 02:44:14,2023-05-08 00:44:14,Medium,46.0,20.000000000000004
Dahlia,202,43.0,Rainy,Weddings,8686.0,1737.2,300,5,7.0,2023-07-18 18:23:05,2023-07-19 05:23:05,Low,11.0,20.0
Carnation,133,119.0,Rainy,Festivals,15827.0,3165.4,283,5,7.0,2023-12-01 17:55:06,2023-12-03 08:55:06,Medium,39.0,20.0
Carnation,182,157.0,Cloudy,Marriage,28574.0,5714.8,283,7,7.0,2023-09-23 18:55:13,2023-09-25 10:55:13,High,40.0,20.0
Rose,98,101.0,Sunny,Festivals,9898.0,1979.6,281,10,7.0,2023-03-24 06:17:07,2023-03-26 06:17:07,Low,48.0,20.0
Zinnia,110,117.0,Cloudy,Festivals,12870.0,2574.0,277,7,7.0,2023-03-30 11:46:04,2023-03-31 14:46:04,Medium,27.0,20.0
Dahlia,196,119.0,Rainy,Corporate Events,23324.0,4664.8,300,5,7.0,2023-01-19 09:29:47,2023-01-21 20:29:47,Medium,59.0,20.0
Poppy,242,10.0,Windy,Corporate Events,2420.0,484.0,284,6,7.0,2023-09-27 20:15:41,2023-09-28 09:15:41,Low,13.0,20.0
Orchid,275,10.0,Rainy,Corporate Events,2750.0,550.0,289,5,7.0,2023-07-04 13:19:29,2023-07-06 18:19:29,Low,53.0,20.0
Rose,137,173.0,Windy,Corporate Events,23701.0,4740.2,281,6,7.0,2023-08-05 08:30:14,2023-08-05 23:30:14,High,15.0,20.0
Tulip,260,50.0,Windy,Temple,13000.0,2600.0,257,6,6.0,2023-02-16 13:05:17,2023-02-17 14:05:17,Low,25.0,20.0
Lily,164,154.0,Windy,Special Events,25256.0,5051.200000000001,280,6,8.0,2023-03-17 21:12:56,2023-03-19 23:12:56,Medium,50.0,20.000000000000004
Zinnia,118,120.0,Sunny,Weddings,14160.0,2832.0,277,10,7.0,2023-10-30 12:31:58,2023-11-02 07:31:58,Medium,67.0,20.0
Chrysanthemum,114,42.0,Windy,Luxury Events,4788.0,957.6,269,6,7.0,2023-11-27 22:57:56,2023-11-30 02:57:56,Low,52.0,20.0
Carnation,138,121.0,Rainy,Luxury Events,16698.0,3339.6000000000004,283,5,7.0,2023-11-15 17:18:28,2023-11-17 02:18:28,Medium,33.0,20.0
Marigold,122,184.0,Rainy,Temple,22448.0,4489.6,284,5,6.0,2023-09-25 05:09:32,2023-09-27 09:09:32,High,52.0,20.0
Lavender,214,10.0,Cloudy,Luxury Events,2140.0,428.0,284,7,7.0,2023-12-13 21:51:28,2023-12-16 09:51:28,Low,60.0,20.0
Poppy,218,88.0,Sunny,High-End Customers,19184.0,3836.8,284,10,9.0,2023-05-28 07:32:17,2023-05-31 05:32:17,Low,70.0,20.0
Sunflower,128,187.0,Rainy,Special Events,23936.0,4787.2,257,5,8.0,2023-02-26 00:12:31,2023-02-26 23:12:31,High,23.0,20.0
Poppy,247,29.0,Rainy,Luxury Events,7163.0,1432.6,284,5,7.0,2023-08-05 00:37:34,2023-08-05 11:37:34,Low,11.0,20.0
Poppy,236,87.0,Rainy,Daily Consumers,20532.0,4106.400000000001,284,5,7.0,2023-04-25 12:58:49,2023-04-27 02:58:49,Low,38.0,20.000000000000004
Dahlia,145,134.0,Windy,Temple,19430.0,3886.0,300,6,6.0,2023-07-04 17:17:48,2023-07-07 01:17:48,Medium,56.0,20.0
Dahlia,193,116.0,Sunny,Weddings,22388.0,4477.6,300,10,7.0,2023-06-29 05:52:33,2023-06-29 13:52:33,Medium,8.0,20.0
Lily,188,132.0,Cloudy,Corporate Events,24816.0,4963.200000000001,280,7,7.0,2023-07-30 10:30:47,2023-08-02 03:30:47,Medium,65.0,20.000000000000004
Rose,149,107.0,Cloudy,Festivals,15943.0,3188.6000000000004,281,7,7.0,2023-05-02 02:22:55,2023-05-04 14:22:55,Medium,60.0,20.0
Tulip,226,37.0,Cloudy,Festivals,8362.0,1672.4,257,7,7.0,2023-08-29 06:01:23,2023-08-29 14:01:23,Low,8.0,20.0
Calla Lily,273,10.0,Sunny,Temple,2730.0,546.0,298,10,6.0,2023-09-12 11:00:01,2023-09-13 09:00:01,Low,22.0,20.0
Gerbera,86,114.0,Windy,Weddings,9804.0,1960.8,242,6,7.0,2023-03-27 18:10:23,2023-03-28 12:10:23,Medium,18.0,20.0
Jasmine,132,47.0,Rainy,Special Events,6204.0,1240.8000000000002,293,5,8.0,2023-11-16 05:18:59,2023-11-19 04:18:59,Low,71.0,20.000000000000004
Sunflower,180,172.0,Sunny,Luxury Events,30960.0,6192.0,257,10,7.0,2023-02-28 21:46:57,2023-03-01 17:46:57,High,20.0,20.0
Poppy,232,58.0,Rainy,Festivals,13456.0,2691.2000000000003,284,5,7.0,2023-12-25 02:24:51,2023-12-27 01:24:51,Low,47.0,20.0
Jasmine,137,61.0,Rainy,Corporate Events,8357.0,1671.4,293,5,7.0,2023-06-27 17:16:54,2023-06-29 02:16:54,Low,33.0,20.0
Hibiscus,119,202.0,Cloudy,High-End Customers,24038.0,4807.6,273,7,9.0,2023-01-14 12:59:08,2023-01-15 13:59:08,High,25.0,20.0
Orchid,329,75.0,Sunny,Temple,24675.0,4935.0,289,10,6.0,2023-04-22 12:36:41,2023-04-24 12:36:41,Low,48.0,20.0
Lily,202,47.0,Cloudy,Special Events,9494.0,1898.8,280,7,8.0,2023-12-20 12:21:52,2023-12-21 16:21:52,Low,28.0,20.0
Geranium,111,162.0,Cloudy,High-End Customers,17982.0,3596.4,264,7,9.0,2023-01-06 08:12:06,2023-01-07 12:12:06,High,28.0,20.0
Gerbera,126,117.0,Rainy,Festivals,14742.0,2948.4,242,5,7.0,2023-05-24 08:04:01,2023-05-25 12:04:01,Medium,28.0,20.0
Tulip,231,33.0,Sunny,Marriage,7623.0,1524.6,257,10,7.0,2023-02-14 07:21:41,2023-02-17 07:21:41,Low,72.0,20.0
Jasmine,71,162.0,Cloudy,Luxury Events,11502.0,2300.4,293,7,7.0,2023-04-26 21:00:53,2023-04-29 00:00:53,High,51.0,20.0
Lavender,208,136.0,Rainy,Special Events,28288.0,5657.6,284,5,8.0,2023-02-18 08:14:21,2023-02-20 04:14:21,Medium,44.0,20.0
Rose,116,98.0,Windy,High-End Customers,11368.0,2273.6,281,6,9.0,2023-09-21 11:18:23,2023-09-24 02:18:23,Low,63.0,20.0
Carnation,199,198.0,Rainy,Festivals,39402.0,7880.400000000001,283,5,7.0,2023-05-08 06:42:34,2023-05-09 15:42:34,High,33.0,20.0
Marigold,124,144.0,Cloudy,Luxury Events,17856.0,3571.2000000000003,284,7,7.0,2023-10-22 07:03:41,2023-10-23 06:03:41,Medium,23.0,20.0
Orchid,322,84.0,Sunny,Festivals,27048.0,5409.6,289,10,7.0,2023-06-03 15:11:58,2023-06-05 03:11:58,Low,36.0,20.0
Jasmine,149,28.0,Cloudy,High-End Customers,4172.0,834.4000000000001,293,7,9.0,2023-03-09 21:49:21,2023-03-12 21:49:21,Low,72.0,20.0
Dahlia,167,36.0,Rainy,Festivals,6012.0,1202.4,300,5,7.0,2023-01-05 08:07:15,2023-01-05 23:07:15,Low,15.0,20.0
Sunflower,155,62.0,Cloudy,Luxury Events,9610.0,1922.0,257,7,7.0,2023-04-01 17:40:57,2023-04-04 01:40:57,Low,56.0,20.0
Gerbera,114,256.0,Rainy,Special Events,29184.0,5836.8,242,5,8.0,2023-09-16 20:40:33,2023-09-17 09:40:33,High,13.0,20.0
Tulip,295,10.0,Rainy,Special Events,2950.0,590.0,257,5,8.0,2023-06-14 07:55:36,2023-06-16 04:55:36,Low,45.0,20.0
Lavender,218,130.0,Windy,Temple,28340.0,5668.0,284,6,6.0,2023-10-14 21:10:30,2023-10-16 19:10:30,Medium,46.0,20.0
Poppy,266,10.0,Cloudy,Corporate Events,2660.0,532.0,284,7,7.0,2023-07-08 00:52:11,2023-07-10 05:52:11,Low,53.0,20.0
Rose,108,117.0,Cloudy,Special Events,12636.0,2527.2000000000003,281,7,8.0,2023-11-09 08:49:50,2023-11-10 00:49:50,Medium,16.0,20.0
Poppy,239,63.0,Rainy,Daily Consumers,15057.0,3011.4,284,5,7.0,2023-09-24 16:13:56,2023-09-25 22:13:56,Low,30.0,20.0
Tulip,271,70.0,Rainy,Daily Consumers,18970.0,3794.0,257,5,7.0,2023-08-20 11:32:52,2023-08-21 00:32:52,Low,13.0,20.0
Calla Lily,224,10.0,Sunny,Corporate Events,2240.0,448.0,298,10,7.0,2023-05-23 15:26:15,2023-05-24 20:26:15,Low,29.0,20.0
Orchid,305,10.0,Cloudy,Luxury Events,3050.0,610.0,289,7,7.0,2023-07-21 07:13:09,2023-07-22 04:13:09,Low,21.0,20.0
Poppy,190,99.0,Rainy,Marriage,18810.0,3762.0,284,5,7.0,2023-06-10 11:44:31,2023-06-12 13:44:31,Low,50.0,20.0
