Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start Date,Start Time,End Date,End Time
Tulip,255,10,Windy,Luxury Events,2550,510.0,257,6,,2023-12-26,07:39:28,2023-12-27,04:39:28
Orchid,279,99,Sunny,Special Events,27621,5524.200000000001,289,10,8.0,2023-09-30,11:31:30,2023-09-30,15:31:30
Calla Lily,257,20,Windy,Temple,5140,1028.0,298,6,6.0,2023-02-12,04:15:56,2023-02-14,12:15:56
Zinnia,103,87,Sunny,Luxury Events,8961,1792.2,277,10,,2023-11-01,07:25:36,2023-11-03,01:25:36
Geranium,165,137,Rainy,Weddings,22605,4521.0,264,5,,2023-05-28,23:43:32,2023-05-31,22:43:32
Gerbera,150,221,Sunny,Luxury Events,33150,6630.0,242,10,,2023-11-12,14:47:17,2023-11-13,21:47:17
Marigold,170,145,Windy,Corporate Events,24650,4930.0,284,6,7.0,2023-04-12,13:10:07,2023-04-13,10:10:07
Calla Lily,265,69,Cloudy,Corporate Events,18285,3657.0,298,7,7.0,2023-08-28,02:48:42,2023-08-28,13:48:42
Gerbera,134,122,Cloudy,High-End Customers,16348,3269.6000000000004,242,7,9.0,2023-04-19,23:45:01,2023-04-21,22:45:01
Jasmine,98,36,Rainy,Special Events,3528,705.6,293,5,8.0,2023-12-20,14:02:31,2023-12-22,06:02:31
Sunflower,139,110,Cloudy,High-End Customers,15290,3058.0,257,7,9.0,2023-11-22,15:07:32,2023-11-22,18:07:32
Rose,164,224,Windy,Weddings,36736,7347.200000000001,281,6,,2023-04-07,05:09:11,2023-04-07,06:09:11
Orchid,303,31,Cloudy,Weddings,9393,1878.6,289,7,,2023-02-18,12:03:56,2023-02-20,14:03:56
Lavender,230,78,Cloudy,Corporate Events,17940,3588.0,284,7,7.0,2023-09-22,03:41:41,2023-09-24,22:41:41
Orchid,302,84,Rainy,Weddings,25368,5073.6,289,5,,2023-06-12,13:25:35,2023-06-13,05:25:35
Lily,200,138,Rainy,Weddings,27600,5520.0,280,5,,2023-11-12,21:08:57,2023-11-15,10:08:57
Orchid,315,10,Windy,Daily Consumers,3150,630.0,289,6,,2023-07-02,09:25:25,2023-07-04,09:25:25
Marigold,162,164,Sunny,Special Events,26568,5313.6,284,10,8.0,2023-03-26,04:54:03,2023-03-28,06:54:03
Dahlia,164,52,Cloudy,Weddings,8528,1705.6,300,7,,2023-05-19,01:03:15,2023-05-20,20:03:15
Rose,133,80,Windy,High-End Customers,10640,2128.0,281,6,9.0,2023-02-20,02:24:11,2023-02-20,18:24:11
Dahlia,144,121,Sunny,Marriage,17424,3484.8,300,10,,2023-01-01,15:04:12,2023-01-02,08:04:12
Rose,167,163,Cloudy,Festivals,27221,5444.200000000001,281,7,,2023-10-05,11:45:55,2023-10-08,08:45:55
Tulip,294,85,Rainy,Corporate Events,24990,4998.0,257,5,7.0,2023-09-10,05:31:04,2023-09-12,21:31:04
Jasmine,124,167,Cloudy,High-End Customers,20708,4141.6,293,7,9.0,2023-07-23,19:17:28,2023-07-25,22:17:28
Tulip,270,10,Rainy,Special Events,2700,540.0,257,5,8.0,2023-05-22,14:06:31,2023-05-24,09:06:31
Zinnia,100,204,Rainy,Weddings,20400,4080.0,277,5,,2023-04-01,06:42:31,2023-04-03,04:42:31
Dahlia,148,51,Cloudy,Daily Consumers,7548,1509.6,300,7,,2023-12-14,20:03:06,2023-12-15,00:03:06
Geranium,120,161,Rainy,Daily Consumers,19320,3864.0,264,5,,2023-11-25,17:07:21,2023-11-25,22:07:21
Orchid,311,10,Windy,Festivals,3110,622.0,289,6,,2023-04-15,19:02:42,2023-04-18,13:02:42
Dahlia,170,45,Rainy,Corporate Events,7650,1530.0,300,5,7.0,2023-10-24,00:31:38,2023-10-24,23:31:38
Marigold,179,255,Windy,Festivals,45645,9129.0,284,6,,2023-11-05,17:04:50,2023-11-07,13:04:50
Geranium,148,158,Windy,Daily Consumers,23384,4676.8,264,6,,2023-02-05,11:16:13,2023-02-06,01:16:13
Hibiscus,126,149,Windy,Marriage,18774,3754.8,273,6,,2023-10-10,04:38:52,2023-10-11,07:38:52
Geranium,142,145,Sunny,Weddings,20590,4118.0,264,10,,2023-09-01,19:10:38,2023-09-03,15:10:38
Lavender,227,69,Cloudy,Festivals,15663,3132.6000000000004,284,7,,2023-11-29,12:25:39,2023-12-01,15:25:39
Marigold,128,235,Cloudy,Temple,30080,6016.0,284,7,6.0,2023-07-24,05:01:29,2023-07-25,10:01:29
Gerbera,142,180,Windy,Corporate Events,25560,5112.0,242,6,7.0,2023-04-11,11:58:04,2023-04-11,19:58:04
Poppy,219,14,Cloudy,Weddings,3066,613.2,284,7,,2023-11-17,21:03:02,2023-11-19,19:03:02
Orchid,349,10,Rainy,High-End Customers,3490,698.0,289,5,9.0,2023-08-14,00:17:29,2023-08-16,01:17:29
Calla Lily,248,61,Rainy,Corporate Events,15128,3025.6000000000004,298,5,7.0,2023-03-14,19:08:48,2023-03-15,14:08:48
Hibiscus,135,195,Rainy,Corporate Events,26325,5265.0,273,5,7.0,2023-07-01,09:36:47,2023-07-02,09:36:47
Tulip,270,11,Cloudy,Daily Consumers,2970,594.0,257,7,,2023-12-05,23:41:14,2023-12-08,12:41:14
Tulip,227,31,Windy,Corporate Events,7037,1407.4,257,6,7.0,2023-11-16,00:39:17,2023-11-17,05:39:17
Rose,121,90,Cloudy,Temple,10890,2178.0,281,7,6.0,2023-12-01,01:28:28,2023-12-03,01:28:28
Geranium,127,165,Rainy,Luxury Events,20955,4191.0,264,5,,2023-08-24,13:50:21,2023-08-26,02:50:21
Hibiscus,134,124,Rainy,Festivals,16616,3323.2000000000003,273,5,,2023-11-16,15:08:02,2023-11-19,10:08:02
Daisy,84,67,Rainy,Luxury Events,5628,1125.6,285,5,,2023-12-05,11:21:06,2023-12-06,12:21:06
Lily,161,10,Cloudy,Luxury Events,1610,322.0,280,7,,2023-11-19,06:25:49,2023-11-20,18:25:49
Rose,120,109,Sunny,Corporate Events,13080,2616.0,281,10,7.0,2023-03-12,00:17:17,2023-03-14,11:17:17
Gerbera,81,209,Cloudy,Corporate Events,16929,3385.8,242,7,7.0,2023-01-30,15:45:27,2023-01-31,11:45:27
Tulip,238,24,Cloudy,High-End Customers,5712,1142.4,257,7,9.0,2023-01-13,21:40:28,2023-01-15,02:40:28
Gerbera,93,190,Sunny,Corporate Events,17670,3534.0,242,10,7.0,2023-08-28,00:31:52,2023-08-29,08:31:52
Calla Lily,280,101,Windy,Temple,28280,5656.0,298,6,6.0,2023-11-14,14:54:59,2023-11-15,13:54:59
Daisy,105,93,Sunny,Temple,9765,1953.0,285,10,6.0,2023-01-01,14:48:05,2023-01-04,12:48:05
Calla Lily,295,78,Sunny,Temple,23010,4602.0,298,10,6.0,2023-05-02,16:39:24,2023-05-05,06:39:24
Tulip,254,10,Windy,Corporate Events,2540,508.0,257,6,7.0,2023-08-31,10:19:03,2023-09-02,14:19:03
Carnation,162,87,Rainy,Corporate Events,14094,2818.8,283,5,7.0,2023-10-15,22:17:29,2023-10-16,23:17:29
Daisy,113,199,Sunny,Marriage,22487,4497.400000000001,285,10,,2023-08-19,05:37:16,2023-08-20,04:37:16
Orchid,302,97,Sunny,Marriage,29294,5858.8,289,10,,2023-06-01,10:29:25,2023-06-02,01:29:25
Gerbera,135,225,Sunny,Festivals,30375,6075.0,242,10,,2023-08-19,04:41:21,2023-08-22,00:41:21
Hibiscus,98,137,Rainy,Corporate Events,13426,2685.2000000000003,273,5,7.0,2023-11-12,18:30:27,2023-11-15,04:30:27
Lavender,198,10,Cloudy,Weddings,1980,396.0,284,7,,2023-10-12,05:07:08,2023-10-15,05:07:08
Orchid,326,10,Windy,Special Events,3260,652.0,289,6,8.0,2023-07-31,18:57:16,2023-07-31,20:57:16
Sunflower,101,140,Cloudy,Special Events,14140,2828.0,257,7,8.0,2023-03-15,17:00:22,2023-03-15,23:00:22
Zinnia,74,130,Rainy,Special Events,9620,1924.0,277,5,8.0,2023-07-05,10:35:36,2023-07-07,11:35:36
Daisy,132,153,Rainy,Marriage,20196,4039.2,285,5,,2023-10-13,02:53:51,2023-10-14,17:53:51
Geranium,171,124,Cloudy,High-End Customers,21204,4240.8,264,7,9.0,2023-06-14,14:57:06,2023-06-17,07:57:06
Dahlia,186,11,Cloudy,Festivals,2046,409.2000000000001,300,7,,2023-07-17,20:20:43,2023-07-19,19:20:43
Geranium,175,106,Cloudy,Daily Consumers,18550,3710.0,264,7,,2023-04-12,11:53:03,2023-04-12,19:53:03
Dahlia,218,43,Sunny,Temple,9374,1874.8,300,10,6.0,2023-01-12,17:44:54,2023-01-13,12:44:54
Jasmine,102,46,Windy,Daily Consumers,4692,938.4,293,6,,2023-11-30,14:29:33,2023-11-30,22:29:33
Sunflower,124,158,Cloudy,Daily Consumers,19592,3918.4,257,7,,2023-06-25,03:29:54,2023-06-26,19:29:54
Orchid,309,12,Rainy,Weddings,3708,741.6,289,5,,2023-03-25,13:52:48,2023-03-26,20:52:48
Lavender,237,19,Cloudy,Weddings,4503,900.6,284,7,,2023-04-11,23:12:04,2023-04-12,11:12:04
Geranium,126,156,Sunny,Corporate Events,19656,3931.2,264,10,7.0,2023-02-08,03:50:43,2023-02-08,17:50:43
Daisy,118,164,Sunny,Marriage,19352,3870.4,285,10,,2023-09-02,22:15:40,2023-09-05,21:15:40
Carnation,170,93,Cloudy,Luxury Events,15810,3162.0,283,7,,2023-10-25,00:40:52,2023-10-25,11:40:52
Poppy,216,83,Rainy,Special Events,17928,3585.6000000000004,284,5,8.0,2023-07-20,09:52:41,2023-07-22,20:52:41
Orchid,270,10,Cloudy,Temple,2700,540.0,289,7,6.0,2023-09-24,22:35:11,2023-09-25,06:35:11
Sunflower,126,100,Rainy,Corporate Events,12600,2520.0,257,5,7.0,2023-11-23,04:10:38,2023-11-24,01:10:38
Carnation,207,130,Rainy,Weddings,26910,5382.0,283,5,,2023-12-14,01:59:14,2023-12-16,06:59:14
Jasmine,112,92,Rainy,Daily Consumers,10304,2060.8,293,5,,2023-11-15,11:56:53,2023-11-17,11:56:53
Jasmine,122,48,Sunny,Corporate Events,5856,1171.2,293,10,7.0,2023-02-10,20:01:07,2023-02-11,01:01:07
Lavender,222,126,Rainy,Luxury Events,27972,5594.400000000001,284,5,,2023-03-04,12:48:59,2023-03-05,07:48:59
Orchid,344,10,Sunny,Special Events,3440,688.0,289,10,8.0,2023-06-30,01:29:30,2023-07-01,18:29:30
Rose,160,107,Cloudy,Weddings,17120,3424.0,281,7,,2023-05-15,06:10:56,2023-05-15,21:10:56
Daisy,110,69,Windy,Festivals,7590,1518.0,285,6,,2023-09-30,08:17:38,2023-10-03,01:17:38
Orchid,272,105,Rainy,Marriage,28560,5712.0,289,5,,2023-10-07,15:20:35,2023-10-08,18:20:35
Hibiscus,101,101,Cloudy,Special Events,10201,2040.2,273,7,8.0,2023-01-15,00:50:35,2023-01-15,10:50:35
Geranium,162,109,Windy,Weddings,17658,3531.6000000000004,264,6,,2023-08-20,09:05:26,2023-08-23,01:05:26
Geranium,134,114,Sunny,Festivals,15276,3055.2000000000003,264,10,,2023-07-11,04:16:57,2023-07-13,11:16:57
Jasmine,113,51,Sunny,Corporate Events,5763,1152.6,293,10,7.0,2023-11-25,01:07:06,2023-11-26,18:07:06
Rose,138,147,Windy,Daily Consumers,20286,4057.2,281,6,,2023-01-28,15:07:15,2023-01-30,00:07:15
Lavender,196,71,Rainy,Marriage,13916,2783.2000000000003,284,5,,2023-12-22,08:00:24,2023-12-24,19:00:24
Geranium,138,55,Cloudy,Temple,7590,1518.0,264,7,6.0,2023-03-21,04:38:15,2023-03-21,06:38:15
Sunflower,158,112,Sunny,Luxury Events,17696,3539.2000000000003,257,10,,2023-06-14,19:23:35,2023-06-16,10:23:35
Marigold,183,145,Sunny,Corporate Events,26535,5307.0,284,10,7.0,2023-06-21,06:34:10,2023-06-22,07:34:10
Geranium,188,167,Rainy,Temple,31396,6279.200000000001,264,5,6.0,2023-02-13,09:57:02,2023-02-14,11:57:02
Dahlia,211,47,Windy,Special Events,9917,1983.4,300,6,8.0,2023-03-09,05:39:36,2023-03-10,12:39:36
Rose,149,215,Windy,Special Events,32035,6407.0,281,6,8.0,2023-12-27,18:54:56,2023-12-29,09:54:56
Sunflower,148,53,Cloudy,Festivals,7844,1568.8000000000002,257,7,,2023-03-29,14:27:48,2023-03-29,23:27:48
Orchid,307,76,Sunny,Marriage,23332,4666.400000000001,289,10,,2023-02-23,23:59:28,2023-02-26,02:59:28
Calla Lily,235,130,Sunny,Special Events,30550,6110.0,298,10,8.0,2023-10-16,23:28:24,2023-10-17,03:28:24
Lavender,175,11,Sunny,Corporate Events,1925,385.0,284,10,7.0,2023-02-27,22:36:28,2023-02-28,20:36:28
Daisy,121,174,Windy,High-End Customers,21054,4210.8,285,6,9.0,2023-04-14,12:52:20,2023-04-17,00:52:20
Dahlia,209,139,Rainy,Special Events,29051,5810.200000000001,300,5,8.0,2023-07-14,21:19:59,2023-07-15,21:19:59
Calla Lily,270,10,Windy,Daily Consumers,2700,540.0,298,6,,2023-04-25,17:35:43,2023-04-26,11:35:43
Lavender,186,21,Sunny,Luxury Events,3906,781.2,284,10,,2023-06-26,18:28:26,2023-06-29,09:28:26
Daisy,100,215,Cloudy,Weddings,21500,4300.0,285,7,,2023-06-04,00:23:23,2023-06-05,01:23:23
Orchid,300,10,Sunny,Daily Consumers,3000,600.0,289,10,,2023-07-06,22:35:19,2023-07-08,21:35:19
Jasmine,93,136,Rainy,Special Events,12648,2529.6000000000004,293,5,8.0,2023-05-13,18:32:36,2023-05-14,04:32:36
Lavender,204,51,Rainy,High-End Customers,10404,2080.8,284,5,9.0,2023-12-17,13:38:58,2023-12-19,18:38:58
Lavender,207,53,Cloudy,Festivals,10971,2194.2000000000003,284,7,,2023-02-16,17:28:58,2023-02-18,07:28:58
Marigold,144,130,Sunny,Luxury Events,18720,3744.0,284,10,,2023-11-13,23:21:41,2023-11-16,17:21:41
Jasmine,75,57,Windy,Corporate Events,4275,855.0,293,6,7.0,2023-01-28,23:54:00,2023-01-31,13:54:00
Zinnia,141,167,Windy,Weddings,23547,4709.400000000001,277,6,,2023-09-16,09:36:34,2023-09-17,15:36:34
Dahlia,150,18,Cloudy,High-End Customers,2700,540.0,300,7,9.0,2023-05-20,23:20:35,2023-05-21,07:20:35
Tulip,227,129,Sunny,Daily Consumers,29283,5856.6,257,10,,2023-11-23,12:32:02,2023-11-24,08:32:02
Carnation,167,193,Rainy,Marriage,32231,6446.200000000001,283,5,,2023-07-29,22:03:01,2023-07-31,17:03:01
Sunflower,154,80,Rainy,Luxury Events,12320,2464.0,257,5,,2023-04-27,08:53:20,2023-04-28,20:53:20
Poppy,222,10,Cloudy,Daily Consumers,2220,444.0,284,7,,2023-02-15,15:30:26,2023-02-16,17:30:26
Jasmine,118,117,Sunny,Luxury Events,13806,2761.2000000000003,293,10,,2023-01-16,16:47:58,2023-01-19,12:47:58
Chrysanthemum,118,53,Windy,Festivals,6254,1250.8000000000002,269,6,,2023-12-23,09:31:12,2023-12-24,14:31:12
Jasmine,118,174,Sunny,Marriage,20532,4106.400000000001,293,10,,2023-11-03,12:27:15,2023-11-05,02:27:15
Sunflower,117,82,Cloudy,Corporate Events,9594,1918.8,257,7,7.0,2023-12-12,04:00:47,2023-12-14,14:00:47
Orchid,339,23,Sunny,Corporate Events,7797,1559.4,289,10,7.0,2023-12-07,10:54:19,2023-12-10,08:54:19
Jasmine,101,35,Cloudy,Special Events,3535,707.0,293,7,8.0,2023-04-09,13:59:05,2023-04-12,11:59:05
Carnation,154,92,Rainy,Temple,14168,2833.6000000000004,283,5,6.0,2023-01-31,21:48:22,2023-02-01,05:48:22
Zinnia,75,184,Sunny,Special Events,13800,2760.0,277,10,8.0,2023-08-26,11:54:07,2023-08-28,05:54:07
Gerbera,157,231,Windy,Temple,36267,7253.400000000001,242,6,6.0,2023-01-27,22:26:58,2023-01-28,14:26:58
Lavender,247,25,Windy,Weddings,6175,1235.0,284,6,,2023-05-11,12:25:10,2023-05-13,20:25:10
Lily,180,39,Cloudy,High-End Customers,7020,1404.0,280,7,9.0,2023-02-13,00:04:51,2023-02-14,19:04:51
Orchid,276,19,Windy,Daily Consumers,5244,1048.8,289,6,,2023-01-18,23:23:16,2023-01-19,09:23:16
Lily,161,140,Cloudy,Temple,22540,4508.0,280,7,6.0,2023-04-09,23:15:30,2023-04-10,02:15:30
Poppy,205,80,Windy,Weddings,16400,3280.0,284,6,,2023-09-06,17:23:31,2023-09-07,02:23:31
Carnation,162,179,Rainy,Marriage,28998,5799.6,283,5,,2023-05-29,04:12:46,2023-05-30,03:12:46
Sunflower,145,170,Cloudy,Weddings,24650,4930.0,257,7,,2023-09-28,06:55:10,2023-09-29,06:55:10
Chrysanthemum,133,56,Windy,Temple,7448,1489.6,269,6,6.0,2023-06-28,11:09:15,2023-06-30,20:09:15
Geranium,110,73,Rainy,Special Events,8030,1606.0,264,5,8.0,2023-05-11,12:54:51,2023-05-11,15:54:51
Hibiscus,103,136,Cloudy,Daily Consumers,14008,2801.6000000000004,273,7,,2023-08-08,09:49:46,2023-08-08,19:49:46
Hibiscus,71,83,Windy,Special Events,5893,1178.6,273,6,8.0,2023-05-22,02:11:55,2023-05-23,08:11:55
Daisy,148,135,Sunny,Luxury Events,19980,3996.0,285,10,,2023-11-04,12:32:12,2023-11-05,15:32:12
Carnation,141,199,Cloudy,Daily Consumers,28059,5611.8,283,7,,2023-03-01,09:38:16,2023-03-04,09:38:16
Gerbera,159,200,Rainy,Special Events,31800,6360.0,242,5,8.0,2023-07-08,17:34:34,2023-07-11,09:34:34
Poppy,235,10,Windy,Marriage,2350,470.0,284,6,,2023-03-17,07:39:04,2023-03-18,16:39:04
Gerbera,95,169,Rainy,Luxury Events,16055,3211.0,242,5,,2023-05-29,16:30:08,2023-06-01,10:30:08
Poppy,255,98,Cloudy,Festivals,24990,4998.0,284,7,,2023-03-13,03:07:54,2023-03-15,16:07:54
Chrysanthemum,128,86,Cloudy,Temple,11008,2201.6,269,7,6.0,2023-06-04,15:12:12,2023-06-07,05:12:12
Zinnia,111,98,Cloudy,Marriage,10878,2175.6,277,7,,2023-01-27,01:50:11,2023-01-29,11:50:11
Gerbera,103,151,Cloudy,Luxury Events,15553,3110.6000000000004,242,7,,2023-04-02,18:36:41,2023-04-05,01:36:41
Sunflower,175,176,Sunny,Corporate Events,30800,6160.0,257,10,7.0,2023-07-15,04:21:53,2023-07-17,06:21:53
Sunflower,162,186,Sunny,Temple,30132,6026.400000000001,257,10,6.0,2023-12-18,18:23:52,2023-12-19,02:23:52
Rose,142,174,Rainy,Luxury Events,24708,4941.6,281,5,,2023-06-03,05:52:25,2023-06-05,01:52:25
Calla Lily,222,121,Cloudy,Festivals,26862,5372.400000000001,298,7,,2023-09-22,09:09:10,2023-09-24,14:09:10
Daisy,92,93,Cloudy,Marriage,8556,1711.2,285,7,,2023-08-17,08:11:46,2023-08-19,09:11:46
Gerbera,137,136,Cloudy,Festivals,18632,3726.4,242,7,,2023-07-23,11:06:24,2023-07-24,09:06:24
Orchid,285,27,Sunny,Special Events,7695,1539.0,289,10,8.0,2023-12-04,21:26:16,2023-12-05,16:26:16
Lavender,195,10,Windy,Weddings,1950,390.0,284,6,,2023-12-24,12:17:13,2023-12-24,23:17:13
Carnation,189,196,Cloudy,Special Events,37044,7408.8,283,7,8.0,2023-08-27,12:05:40,2023-08-30,12:05:40
Lily,194,57,Windy,High-End Customers,11058,2211.6,280,6,9.0,2023-11-08,16:55:32,2023-11-09,16:55:32
Zinnia,106,129,Cloudy,Marriage,13674,2734.8,277,7,,2023-12-01,15:48:06,2023-12-02,05:48:06
Gerbera,84,198,Cloudy,Festivals,16632,3326.4,242,7,,2023-03-14,00:55:47,2023-03-15,04:55:47
Dahlia,191,58,Windy,Daily Consumers,11078,2215.6,300,6,,2023-06-23,01:06:08,2023-06-23,12:06:08
Dahlia,162,109,Cloudy,Daily Consumers,17658,3531.6000000000004,300,7,,2023-11-27,13:22:29,2023-11-27,19:22:29
Lavender,234,38,Windy,Daily Consumers,8892,1778.4,284,6,,2023-12-30,19:56:31,2024-01-02,04:56:31
Tulip,251,34,Windy,Luxury Events,8534,1706.8000000000002,257,6,,2023-07-25,23:53:11,2023-07-26,12:53:11
Lily,166,110,Cloudy,Weddings,18260,3652.0,280,7,,2023-08-02,00:37:33,2023-08-02,02:37:33
Marigold,171,231,Cloudy,Special Events,39501,7900.200000000001,284,7,8.0,2023-12-16,21:25:00,2023-12-17,20:25:00
Zinnia,72,178,Windy,Temple,12816,2563.2000000000003,277,6,6.0,2023-03-30,09:17:06,2023-03-30,12:17:06
Geranium,117,163,Sunny,High-End Customers,19071,3814.2,264,10,9.0,2023-05-16,13:21:09,2023-05-18,23:21:09
Lavender,231,89,Cloudy,Festivals,20559,4111.8,284,7,,2023-07-28,22:41:14,2023-07-30,15:41:14
Geranium,184,122,Cloudy,High-End Customers,22448,4489.6,264,7,9.0,2023-04-04,15:16:32,2023-04-07,09:16:32
Orchid,318,10,Windy,High-End Customers,3180,636.0,289,6,9.0,2023-01-22,17:17:20,2023-01-24,21:17:20
Zinnia,148,61,Rainy,Temple,9028,1805.6,277,5,6.0,2023-08-03,23:59:09,2023-08-05,10:59:09
Dahlia,206,140,Rainy,Corporate Events,28840,5768.0,300,5,7.0,2023-12-17,16:01:44,2023-12-19,07:01:44
Chrysanthemum,140,119,Sunny,Luxury Events,16660,3332.0,269,10,,2023-10-28,05:13:25,2023-10-29,20:13:25
Geranium,138,74,Windy,Corporate Events,10212,2042.4,264,6,7.0,2023-11-23,03:13:04,2023-11-26,01:13:04
Zinnia,128,123,Windy,Corporate Events,15744,3148.8,277,6,7.0,2023-12-29,20:10:02,2023-12-31,02:10:02
Dahlia,156,64,Windy,Temple,9984,1996.8,300,6,6.0,2023-12-13,06:56:53,2023-12-15,16:56:53
Daisy,81,81,Rainy,Weddings,6561,1312.2,285,5,,2023-06-04,22:35:49,2023-06-07,18:35:49
Poppy,238,28,Sunny,Weddings,6664,1332.8000000000002,284,10,,2023-03-12,23:01:38,2023-03-13,12:01:38
Orchid,319,66,Sunny,Festivals,21054,4210.8,289,10,,2023-09-03,00:03:27,2023-09-03,22:03:27
Rose,143,173,Rainy,Luxury Events,24739,4947.8,281,5,,2023-03-12,08:02:36,2023-03-13,22:02:36
Marigold,195,181,Sunny,Weddings,35295,7059.0,284,10,,2023-08-08,14:37:55,2023-08-09,09:37:55
Lily,216,160,Cloudy,Temple,34560,6912.0,280,7,6.0,2023-02-02,22:58:39,2023-02-03,23:58:39
Calla Lily,234,135,Sunny,Corporate Events,31590,6318.0,298,10,7.0,2023-04-15,09:33:02,2023-04-15,13:33:02
Lily,153,153,Sunny,Weddings,23409,4681.8,280,10,,2023-10-29,04:59:12,2023-10-29,19:59:12
Sunflower,150,101,Windy,Temple,15150,3030.0,257,6,6.0,2023-05-10,18:32:28,2023-05-12,08:32:28
Chrysanthemum,179,111,Cloudy,Luxury Events,19869,3973.8,269,7,,2023-05-14,14:58:08,2023-05-16,02:58:08
Orchid,270,10,Windy,Luxury Events,2700,540.0,289,6,,2023-11-16,06:40:43,2023-11-17,21:40:43
Sunflower,116,174,Sunny,High-End Customers,20184,4036.8,257,10,9.0,2023-05-30,03:22:01,2023-06-01,03:22:01
Gerbera,93,116,Sunny,Daily Consumers,10788,2157.6,242,10,,2023-04-01,14:28:32,2023-04-04,07:28:32
Orchid,305,10,Windy,Luxury Events,3050,610.0,289,6,,2023-10-24,01:53:22,2023-10-25,06:53:22
Daisy,127,75,Cloudy,Weddings,9525,1905.0,285,7,,2023-10-21,10:36:38,2023-10-22,10:36:38
Jasmine,148,151,Rainy,Weddings,22348,4469.6,293,5,,2023-01-03,09:03:30,2023-01-05,05:03:30
Gerbera,132,137,Sunny,Special Events,18084,3616.8,242,10,8.0,2023-07-17,11:18:11,2023-07-18,21:18:11
Marigold,126,213,Sunny,Corporate Events,26838,5367.6,284,10,7.0,2023-03-30,06:13:35,2023-03-31,12:13:35
Dahlia,180,113,Rainy,Festivals,20340,4068.0,300,5,,2023-07-22,10:25:50,2023-07-24,08:25:50
Lily,213,91,Sunny,Special Events,19383,3876.6,280,10,8.0,2023-06-26,04:03:05,2023-06-27,01:03:05
Zinnia,89,64,Cloudy,High-End Customers,5696,1139.2,277,7,9.0,2023-07-21,10:10:34,2023-07-21,23:10:34
Orchid,287,10,Windy,Marriage,2870,574.0,289,6,,2023-07-06,04:10:39,2023-07-07,16:10:39
Calla Lily,274,120,Rainy,Corporate Events,32880,6576.0,298,5,7.0,2023-01-15,23:54:21,2023-01-17,15:54:21
Chrysanthemum,149,125,Windy,Temple,18625,3725.0,269,6,6.0,2023-01-06,00:02:20,2023-01-08,10:02:20
Lily,165,120,Sunny,Festivals,19800,3960.0,280,10,,2023-11-24,00:24:06,2023-11-25,13:24:06
Hibiscus,129,160,Rainy,Temple,20640,4128.0,273,5,6.0,2023-08-31,06:01:42,2023-09-02,18:01:42
Rose,137,157,Cloudy,Special Events,21509,4301.8,281,7,8.0,2023-05-07,10:42:25,2023-05-08,11:42:25
Carnation,142,57,Sunny,Luxury Events,8094,1618.8000000000002,283,10,,2023-11-07,00:53:30,2023-11-08,11:53:30
Carnation,142,194,Windy,Daily Consumers,27548,5509.6,283,6,,2023-03-09,19:45:57,2023-03-09,23:45:57
Poppy,267,76,Windy,Weddings,20292,4058.4,284,6,,2023-07-28,13:41:04,2023-07-29,16:41:04
Lily,165,140,Sunny,Weddings,23100,4620.0,280,10,,2023-03-29,02:38:57,2023-03-30,00:38:57
Sunflower,109,90,Rainy,Special Events,9810,1962.0,257,5,8.0,2023-09-10,05:42:11,2023-09-12,17:42:11
Carnation,177,123,Cloudy,High-End Customers,21771,4354.2,283,7,9.0,2023-11-19,04:48:43,2023-11-21,18:48:43
Lavender,242,130,Sunny,Weddings,31460,6292.0,284,10,,2023-11-11,17:23:28,2023-11-14,00:23:28
Zinnia,136,182,Windy,Special Events,24752,4950.400000000001,277,6,8.0,2023-03-06,15:13:55,2023-03-09,04:13:55
Sunflower,120,51,Cloudy,Temple,6120,1224.0,257,7,6.0,2023-08-17,16:33:55,2023-08-18,14:33:55
Gerbera,122,156,Windy,Corporate Events,19032,3806.4,242,6,7.0,2023-03-05,18:35:43,2023-03-07,06:35:43
Rose,94,154,Sunny,Daily Consumers,14476,2895.2000000000003,281,10,,2023-07-07,07:47:44,2023-07-09,08:47:44
Calla Lily,265,122,Windy,High-End Customers,32330,6466.0,298,6,9.0,2023-05-01,23:50:34,2023-05-04,13:50:34
Lily,198,10,Windy,Special Events,1980,396.0,280,6,8.0,2023-06-23,18:08:16,2023-06-24,19:08:16
Geranium,123,77,Windy,Special Events,9471,1894.2,264,6,8.0,2023-09-27,10:47:34,2023-09-28,12:47:34
Zinnia,124,73,Cloudy,Corporate Events,9052,1810.4,277,7,7.0,2023-02-16,10:18:18,2023-02-18,00:18:18
Carnation,164,120,Cloudy,Weddings,19680,3936.0,283,7,,2023-05-08,16:15:31,2023-05-08,19:15:31
Tulip,220,10,Windy,Weddings,2200,440.0,257,6,,2023-07-13,18:54:55,2023-07-16,14:54:55
Dahlia,166,124,Windy,Temple,20584,4116.8,300,6,6.0,2023-01-20,10:35:25,2023-01-22,08:35:25
Sunflower,130,124,Rainy,High-End Customers,16120,3224.0,257,5,9.0,2023-09-24,13:21:15,2023-09-26,03:21:15
Daisy,85,66,Sunny,Festivals,5610,1122.0,285,10,,2023-05-07,08:52:45,2023-05-08,17:52:45
