,MRP (₹),Qty Sold (kg),Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Weather_Cloudy,Weather_Rainy,Weather_Sunny,Weather_Windy,Customer Segment_Corporate Events,Customer Segment_Daily Consumers,Customer Segment_Festivals,Customer Segment_High-End Customers,Customer Segment_Luxury Events,Customer Segment_Marriage,Customer Segment_Special Events,Customer Segment_Temple,Customer Segment_Weddings,0
2156,0.8711959235784797,0.34496708265568954,1.3414595526003303,1.3414595526003301,-1.4860362972328873,1.611834802439346,0.15121927667576332,0,0,1,0,0,1,0,0,0,0,0,0,0,16
2161,-0.8585083695251684,-0.8509159619735309,-1.0644230532433319,-1.0644230532433319,-0.6527290918660799,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2165,-1.1282787638624345,-1.1341514199120304,-1.3484820573376877,-1.3484820573376877,1.013885318867535,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,8
2166,-0.28722988739919286,-0.23723913644011516,-0.23763270443761988,-0.2376327044376198,0.31946264772852884,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2168,-0.23962334722202824,1.9499680109738537,2.0710910658754242,2.0710910658754242,-2.5276703039413966,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,6
2172,-0.17614796031914207,0.5180554180625504,0.6370057590702676,0.6370057590702674,0.11113584638682696,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,10
2173,0.5220812956126059,-0.42606277506578155,-0.004451499164136267,-0.00445149916413641,0.38890491484242945,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,0,0,0,0,0,0,1,13
2176,-0.6204756686393452,-0.8037100523171143,-0.9396836450459577,-0.9396836450459577,-0.6527290918660799,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,2
2178,-1.0965410704109915,0.45511420518732826,-0.25434820302353267,-0.2543482030235326,-0.3749600234104774,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,1,0,0,0,0,0,0,0,7
2179,-1.6043441656340809,-0.3788568654093649,-1.1021373969277977,-1.1021373969277977,-0.3749600234104774,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,7
2184,-1.223491844216764,0.9743792114079108,-0.04049429299001075,-0.04049429299001089,-2.5276703039413966,-1.0772884583535287,-0.5583419373446786,0,1,0,0,0,0,0,0,1,0,0,0,0,6
2185,1.315523631898683,-0.14282731712728194,0.8929618311670574,0.8929618311670572,0.38890491484242945,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,1,0,0,0,0,0,0,13
2187,-0.9695902966052192,-0.14282731712728194,-0.5813451441104519,-0.581345144110452,-0.0971909549548749,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,0,0,0,1,0,0,0,17
2189,0.046015893840959526,1.0845263339395494,1.499943373568016,1.4999433735680157,-1.4860362972328873,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,15
2191,-0.4776560481078514,1.0530557275019385,0.8635007649093861,0.863500764909386,0.18057811350072758,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,0,0,1,0,0,0,0,14
2192,0.791851689949872,0.21908465690524528,1.0885331646222371,1.0885331646222371,1.3610966544370382,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2194,-0.5570002817364591,0.45511420518732826,0.22872970610934734,0.22872970610934723,-2.5276703039413966,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,1,0,0,0,0,0,0,6
2195,1.7915890336703293,-1.2600338456624747,-0.9138790941039547,-0.9138790941039547,0.7361162504119325,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,12
2196,0.3633928283553904,-1.5275340003821687,-1.5140699652043863,-1.5140699652043863,0.38890491484242945,-0.5394638061949537,-1.0313827466916408,0,0,0,1,0,0,0,0,0,0,0,0,1,9
2199,-1.0489345302338269,0.34496708265568954,-0.28924180632162566,-0.28924180632162566,-0.0971909549548749,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,0,0,0,1,0,0,0,17
2204,1.2520482449957968,-1.149886723130836,-0.8262271983940744,-0.8262271983940744,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,1,0,0,0,0,16
2206,-0.017459493061926644,1.9499680109738537,2.4089530810431867,2.4089530810431863,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,11
2208,-0.8743772162508899,0.8799673920950776,0.2745928553544456,0.27459285535444533,-0.999940427435583,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,5
2209,0.9346713104813659,-0.28444504609653176,0.4300469922034347,0.43004699220343456,0.38890491484242945,-0.0016391540363787948,-1.0313827466916408,1,0,0,0,0,0,1,0,0,0,0,0,0,9
2211,2.31526097561914,-1.5275340003821687,-1.3855695698251818,-1.3855695698251818,0.7361162504119325,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,12
2215,-0.5411314350107376,-0.5204745943786148,-0.650923406974314,-0.650923406974314,-0.999940427435583,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,5
2216,-0.699819902267953,0.2505552633428563,-0.07298504336637876,-0.0729850433663788,-0.0971909549548749,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,17
2217,-0.2554921939477498,-0.6778276265666701,-0.6747429924592397,-0.6747429924592397,1.4999811886648393,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,3
2219,1.0457532375614167,-1.2442985424436692,-1.0215895881169303,-1.0215895881169303,0.38890491484242945,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,0,0,0,0,1,13
2220,2.3311298223448618,-0.6463570201290589,0.4817605659536024,0.48176056595360234,0.7361162504119325,1.611834802439346,-1.0313827466916408,0,0,1,0,0,0,1,0,0,0,0,0,0,12
2221,-0.46178720138212986,1.0373204242831329,0.8667393927604067,0.8667393927604066,0.18057811350072758,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,0,0,1,0,0,0,0,14
2223,0.6966386095955428,0.832761482438661,1.8927575903369669,1.8927575903369667,0.11113584638682696,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,10
2225,-0.3030987341249144,0.7226143599070223,0.7277918107650065,0.7277918107650063,0.11113584638682696,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,0,0,0,1,10
2226,-0.35070527430207904,-0.09562140747086537,-0.13504133186658004,-0.13504133186658018,-1.4860362972328873,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,15
2227,0.10949128074384569,0.06173162471718996,0.35796140455168574,0.3579614045516856,-0.6527290918660799,-0.0016391540363787948,1.0973008953696874,1,0,0,0,0,0,0,0,1,0,0,0,0,2
2228,1.553556332784506,-1.5275340003821687,-1.4357160655829202,-1.43571606558292,0.7361162504119325,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,1,0,0,0,0,12
2229,-0.8902460629766115,1.0530557275019385,0.39087004239270157,0.39087004239270146,-1.4860362972328873,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,15
2231,2.10896596818476,-1.5275340003821687,-1.3991509124262358,-1.3991509124262358,0.7361162504119325,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,1,0,0,0,0,12
2234,-0.6363445153650668,0.47084950840613377,0.171479123452596,0.17147912345259592,-2.5276703039413966,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,6
2235,-0.731557595719396,1.6667325530353543,1.0860258398343503,1.0860258398343503,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,11
2239,1.8233267271217724,-1.5275340003821687,-1.4179558483353878,-1.4179558483353878,0.7361162504119325,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,0,0,0,1,0,0,0,12
2241,-0.36657412102780057,0.2820258697804674,0.22799840304621366,0.2279984030462135,-0.6527290918660799,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,2
2245,-0.4776560481078514,-0.7879747490983088,-0.8721948195053347,-0.8721948195053346,0.31946264772852884,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2246,-0.4776560481078514,1.3677617918780491,1.1602008648093383,1.1602008648093383,0.31946264772852884,-0.5394638061949537,1.0973008953696874,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2247,1.5059497926073415,-0.48900398794100364,0.4021530039381927,0.40215300393819253,0.38890491484242945,-0.5394638061949537,-0.7948623420181596,0,0,0,1,0,0,0,0,0,0,0,0,1,13
2248,-0.1126725734162559,0.5180554180625504,0.6955100041209624,0.6955100041209622,0.11113584638682696,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,0,0,0,1,10
2250,0.07775358729240262,0.2505552633428563,0.5566668939917242,0.5566668939917239,0.31946264772852884,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2253,-0.8267706760737253,-0.8823865684111419,-1.078422283309034,-1.078422283309034,-1.4860362972328873,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,15
2256,1.4742120991558985,0.23481996012405082,1.6597853287958073,1.6597853287958069,1.3610966544370382,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2257,0.41099936853255503,-1.5275340003821687,-1.5109358092195277,-1.5109358092195277,0.11113584638682696,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,10
2258,-0.7791641358965606,-0.47326868472219813,-0.7283370598003226,-0.7283370598003227,-0.999940427435583,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,5
2259,-0.7632952891708391,-0.5362098975974202,-0.7721107717221818,-0.7721107717221818,-0.0971909549548749,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,17
2260,-0.12854142014197745,0.20334935368643975,0.3382162218470762,0.338216221847076,0.31946264772852884,-0.0016391540363787948,0.8607804906962053,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2261,0.7601139964984289,-1.5275340003821687,-1.4879519986638976,-1.4879519986638976,-1.4860362972328873,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,0,0,0,0,1,16
2263,-0.6680822088165099,0.2662905665616619,-0.033703621689483675,-0.03370362168948381,-1.4860362972328873,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,15
2266,-0.9219837564280545,0.9271733017514943,0.2592354910286382,0.25923549102863813,-0.3749600234104774,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,1,0,0,0,0,0,0,0,7
2267,0.15709782092101032,-1.5275340003821687,-1.5276513078054406,-1.5276513078054406,1.4999811886648393,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,3
2268,1.378999018801569,0.06173162471718996,1.2856715760698463,1.285671576069846,-1.4860362972328873,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,1,0,0,0,16
2269,1.4583432524301767,-0.5047392911598092,0.35075284578651084,0.3507528457865106,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,16
2274,0.47447475543544115,-1.2285632392248638,-1.1057939122434661,-1.1057939122434661,1.4999811886648393,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,3
2276,0.10949128074384569,0.5967319341565781,0.993777182013344,0.9937771820133438,0.11113584638682696,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,10
2277,1.1727040113671892,-1.5275340003821687,-1.4607893134617893,-1.4607893134617893,0.38890491484242945,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,9
2278,1.9502775009275446,-0.34738625897175385,0.9018419397908236,0.9018419397908233,-1.4860362972328873,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,0,0,0,0,1,16
2279,-0.318967580850636,-1.322975058537697,-1.352556460118004,-1.3525564601180038,0.11113584638682696,-0.5394638061949537,1.3338213000431673,0,0,0,1,0,0,0,0,0,1,0,0,0,10
2280,-0.7156887489936745,0.8957026953138831,0.4581499242010006,0.4581499242010006,0.38890491484242945,1.611834802439346,1.0973008953696874,0,0,1,0,0,0,0,0,0,0,0,0,1,11
2282,-0.6680822088165099,0.4079082955309117,0.0885284617200037,0.08852846172000355,0.45834718195633006,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,0,0,0,1,4
2283,-0.7632952891708391,1.1159969403771606,0.5881129257064727,0.5881129257064727,-1.4860362972328873,-0.5394638061949537,-1.0313827466916408,0,0,0,1,0,0,0,0,0,0,0,0,1,15
2288,0.31578628817822574,-0.9925336909427807,-0.8352117788840027,-0.8352117788840027,0.38890491484242945,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,0,1,0,0,0,13
2290,0.6331632226926566,-0.34738625897175385,0.16479292401823087,0.1647929240182307,0.11113584638682696,-0.0016391540363787948,-0.7948623420181596,1,0,0,0,0,0,0,0,0,1,0,0,0,10
2293,-1.0489345302338269,1.9657033141926594,0.8513820284345993,0.8513820284345993,-0.3749600234104774,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,0,1,0,0,0,7
2295,0.2205732078238965,-0.44179807828458706,-0.18268050283643153,-0.18268050283643156,0.11113584638682696,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,10
2298,0.10949128074384569,0.5809966309377725,0.975076717970354,0.9750767179703541,1.4999811886648393,-0.0016391540363787948,-0.7948623420181596,1,0,0,0,0,0,1,0,0,0,0,0,0,3
2299,-0.4776560481078514,-1.5275340003821687,-1.5694400542702225,-1.5694400542702225,1.4999811886648393,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,3
2301,-0.9537214498794977,1.4149677015344657,0.587277150777177,0.5872771507771769,0.45834718195633006,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,4
2305,-0.3030987341249144,0.9114379985326887,0.9196021570383559,0.9196021570383557,0.31946264772852884,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2308,1.6170317196873922,-0.9295924780675585,-0.3437761204581662,-0.34377612045816625,-1.4860362972328873,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,1,0,0,0,0,0,0,0,16
2309,-0.9695902966052192,-1.118416116693225,-1.3003205270370264,-1.3003205270370262,1.013885318867535,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,8
2312,-0.22375450049630669,-1.480328090725752,-1.503204891123543,-1.503204891123543,-0.6527290918660799,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2313,-0.9854591433309408,2.343350591443992,1.2241376469004548,1.2241376469004546,-2.5276703039413966,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,0,0,0,0,1,6
2315,-0.5411314350107376,0.9586439081891053,0.7042856408785666,0.7042856408785665,0.31946264772852884,-0.0016391540363787948,0.8607804906962053,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2316,0.34752398162966885,-0.7092982330042811,-0.46120249802420366,-0.46120249802420377,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,13
2317,0.030147047115237982,-1.212827936006058,-1.1724469628547936,-1.1724469628547936,-0.999940427435583,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,1,0,0,0,0,0,0,0,5
2318,-0.731557595719396,0.17187874724882868,-0.16450239812425135,-0.1645023981242513,-1.4860362972328873,1.611834802439346,0.8607804906962053,0,0,1,0,0,0,0,0,0,0,0,0,1,15
2321,-1.0171968367823838,1.4621736111908823,0.5388022048780299,0.5388022048780297,0.18057811350072758,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,1,0,0,0,0,0,0,14
2325,-0.9854591433309408,1.3520264886592437,0.5001476143981065,0.5001476143981063,0.45834718195633006,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,0,1,0,0,0,4
2326,-0.8426395227994469,1.9657033141926594,1.1664691767790556,1.1664691767790556,-2.5276703039413966,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,0,0,0,0,1,6
2328,-0.525262588285016,-0.8351806587547254,-0.9336242768085643,-0.9336242768085643,-0.6527290918660799,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,2
2329,-0.5728691284621806,0.15614344403002314,-0.05543376985117032,-0.055433769851170406,-2.5276703039413966,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,1,0,0,0,0,0,0,6
2331,-0.06506603323909127,2.6737919590389083,3.1439126594925404,3.14391265949254,0.38890491484242945,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,1,0,0,0,0,11
2333,-0.06506603323909127,0.6911437534694113,0.9324521965762764,0.9324521965762763,0.31946264772852884,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2334,-0.7632952891708391,-0.3945921686281705,-0.65552016908544,-0.6555201690854401,0.45834718195633006,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,4
2335,-0.9219837564280545,1.0845263339395494,0.37833341845326696,0.37833341845326685,0.45834718195633006,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,4
2338,0.39513052180683345,0.7698202695634389,1.4928392866690032,1.492839286669003,0.31946264772852884,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2339,2.2676544354419756,-0.3945921686281705,0.9807181987430996,0.9807181987430994,0.7361162504119325,-1.0772884583535287,-0.7948623420181596,0,1,0,0,0,0,0,0,1,0,0,0,0,12
2340,0.9822778506585306,-0.8981218716299475,-0.4954692701253249,-0.495469270125325,1.3610966544370382,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2342,-0.7950329826222823,-0.11135671068967089,-0.44323333704434736,-0.4432333370443475,-0.6527290918660799,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,1,0,0,0,0,0,0,2
2345,-0.8109018293480038,-0.2687097428777262,-0.5800914817165085,-0.5800914817165085,-0.6527290918660799,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,2
2346,-1.3187049245710931,1.0215851210643274,-0.11853477701299116,-0.11853477701299109,-2.5276703039413966,1.611834802439346,0.8607804906962053,0,0,1,0,0,0,0,0,0,0,0,0,1,6
2347,1.6805071065902784,-1.1341514199120304,-0.7012788464643763,-0.7012788464643763,0.7361162504119325,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,12
2348,-0.731557595719396,1.3834970950968546,0.8490836473790363,0.8490836473790361,-0.0971909549548749,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,17
2350,1.6487694131388353,-1.2285632392248638,-0.8815972874599106,-0.8815972874599106,1.3610966544370382,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2353,1.1568351646414674,-1.3701809681941135,-1.205877960026619,-1.205877960026619,0.38890491484242945,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,1,0,0,0,0,0,0,13
2357,1.6646382598645568,-0.7092982330042811,0.07640972524521693,0.07640972524521686,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,1,0,0,0,0,0,0,16
2359,-0.525262588285016,1.068791030720744,0.8234880401693573,0.8234880401693571,-1.4860362972328873,-0.0016391540363787948,1.5703417047166495,1,0,0,0,0,1,0,0,0,0,0,0,0,15
2361,0.12536012746956723,0.8170261792198555,1.272194705334954,1.2721947053349538,0.11113584638682696,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,1,0,0,0,0,10
2362,-1.6043441656340809,0.23481996012405082,-0.8128547995253442,-0.8128547995253442,1.013885318867535,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,8
2363,-0.017459493061926644,-0.23723913644011516,-0.07423870576032222,-0.07423870576032231,-0.999940427435583,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,1,0,0,0,0,0,0,0,5
2364,-0.06506603323909127,0.533790721281356,0.756939461424192,0.7569394614241919,0.38890491484242945,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,11
2372,-0.46178720138212986,0.09320223115480103,-0.029629218909167428,-0.029629218909167473,-0.0971909549548749,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,1,0,0,0,0,17
2373,-0.9378526031537762,0.21908465690524528,-0.28934627818778763,-0.2893462781877875,-0.3749600234104774,-1.0772884583535287,-0.5583419373446786,0,1,0,0,0,0,0,0,0,1,0,0,0,7
2374,-1.3663114647482577,0.1404081408112176,-0.6755787673885354,-0.6755787673885354,1.013885318867535,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,1,0,0,0,0,0,0,0,8
2375,-0.5411314350107376,0.5180554180625504,0.3006063500287724,0.30060635002877223,1.013885318867535,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,1,0,0,0,0,8
2377,-1.3345737712968146,0.12467283759241209,-0.6605348186612138,-0.6605348186612139,-0.0971909549548749,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,17
2379,-0.6839510555422315,-0.2687097428777262,-0.5048717380799008,-0.5048717380799009,-0.999940427435583,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,5
2381,-0.5411314350107376,0.2505552633428563,0.05551535201282592,0.05551535201282586,0.18057811350072758,1.611834802439346,-0.5583419373446786,0,0,1,0,0,0,1,0,0,0,0,0,0,14
2382,2.600900216682128,-0.9610630845051696,-0.10307294082102181,-0.1030729408210218,0.7361162504119325,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,0,1,0,0,0,12
2384,0.3633928283553904,-1.1341514199120304,-1.0047696176648557,-1.0047696176648557,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,9
2387,-1.112409917136713,0.7540849663446334,-0.06608990019968973,-0.06608990019968987,0.45834718195633006,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,0,0,0,0,0,0,0,1,4
2388,0.39513052180683345,-0.30018034931533727,0.09333416756345364,0.09333416756345363,1.4999811886648393,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,1,0,0,0,0,0,0,0,3
2389,-1.3663114647482577,-0.2529744396589207,-0.9001932796367387,-0.9001932796367387,-0.3749600234104774,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,1,0,0,0,0,0,0,7
2390,-1.3980491581997008,0.8484967856574666,-0.30491258624591894,-0.30491258624591894,-0.0971909549548749,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,0,1,0,0,0,17
2394,-0.5093937415592945,0.3921729923121061,0.21284998245273018,0.21284998245273,0.38890491484242945,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,11
2395,-1.667819552536967,1.8398208884422151,-0.14987633686157767,-0.14987633686157759,-0.3749600234104774,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,7
2396,-0.8267706760737253,-0.6620923233478645,-0.9029095481569495,-0.9029095481569495,-1.4860362972328873,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,15
2397,-0.16027911359342054,1.5565854305037155,1.7686450133365643,1.7686450133365643,0.38890491484242945,-0.0016391540363787948,1.8068621093901294,1,0,0,0,0,0,0,1,0,0,0,0,0,11
2400,-0.017459493061926644,0.5495260245001614,0.8189957499243933,0.8189957499243933,1.4999811886648393,-0.0016391540363787948,1.0973008953696874,1,0,0,0,0,0,0,0,0,1,0,0,0,3
2402,-0.23962334722202824,-1.1341514199120304,-1.1437171996602558,-1.1437171996602558,-0.6527290918660799,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2403,-0.5411314350107376,1.1474675468147717,0.8772910512427642,0.8772910512427639,-2.5276703039413966,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,1,0,0,0,0,0,0,0,6
2404,-0.4776560481078514,-0.9138571748487531,-0.9908748594653156,-0.9908748594653157,1.4999811886648393,1.611834802439346,-0.08530112799771662,0,0,1,0,0,1,0,0,0,0,0,0,0,3
2406,0.046015893840959526,0.6596731470318001,1.0063138059527785,1.0063138059527783,0.31946264772852884,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2407,-0.731557595719396,0.5180554180625504,0.12509361487668796,0.1250936148766878,-0.0971909549548749,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,17
2409,-0.4776560481078514,1.6352619465977432,1.4123959497242977,1.4123959497242977,0.18057811350072758,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,14
2410,0.34752398162966885,-0.5519452008162258,-0.2585270776700109,-0.2585270776700108,0.11113584638682696,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,0,0,0,0,1,10
2412,-0.6204756686393452,1.2104087596899937,0.8388454044951646,0.8388454044951648,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,11
2413,0.9505401572070874,-1.2285632392248638,-1.0149033886825654,-1.0149033886825654,1.3610966544370382,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2416,0.8235893834013152,-1.118416116693225,-0.8753289754901934,-0.8753289754901933,-1.4860362972328873,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,16
2417,-0.7950329826222823,0.20334935368643975,-0.18832198360917712,-0.18832198360917723,0.18057811350072758,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,1,0,0,0,0,0,0,0,14
2418,1.4266055589787336,-1.5275340003821687,-1.4440738148758765,-1.4440738148758765,-1.4860362972328873,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,16
2419,2.0454905812818738,-1.5275340003821687,-1.403329787072714,-1.403329787072714,0.7361162504119325,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,12
2420,-1.3187049245710931,1.5093795208472989,0.16970310172784275,0.16970310172784264,-2.5276703039413966,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,6
2421,1.8391955738474939,0.0774669279359955,1.6520544106998225,1.6520544106998227,-1.4860362972328873,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,16
