Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score
Geranium,146,97,Sunny,Temple,14162,2832.4,264,10,6.0
Sunflower,131,68,Rainy,Marriage,8908,1781.6000000000001,257,5,
Gerbera,99,162,Rainy,Marriage,16038,3207.6000000000004,242,5,
Lavender,199,65,Sunny,Corporate Events,12935,2587.0,284,10,7.0
Hibiscus,118,190,Windy,Marriage,22420,4484.0,273,6,
Dahlia,180,10,Rainy,Corporate Events,1800,360.0,300,5,7.0
Chrysanthemum,119,44,Cloudy,High-End Customers,5236,1047.2,269,7,9.0
Jasmine,93,71,Sunny,Weddings,6603,1320.6000000000001,293,10,
Poppy,238,10,Cloudy,Temple,2380,476.0,284,7,6.0
Marigold,138,177,Sunny,Weddings,24426,4885.2,284,10,
Dahlia,174,139,Rainy,Weddings,24186,4837.2,300,5,
Daisy,106,86,Sunny,High-End Customers,9116,1823.2,285,10,9.0
Calla Lily,223,42,Rainy,Special Events,9366,1873.2,298,5,8.0
Poppy,228,51,Windy,Special Events,11628,2325.6,284,6,8.0
Rose,136,214,Cloudy,Weddings,29104,5820.8,281,7,
Tulip,230,10,Sunny,Daily Consumers,2300,460.0,257,10,
Chrysanthemum,177,127,Rainy,Corporate Events,22479,4495.8,269,5,7.0
Jasmine,104,149,Sunny,Daily Consumers,15496,3099.2000000000003,293,10,
Hibiscus,100,182,Sunny,Luxury Events,18200,3640.0,273,10,
Sunflower,173,169,Cloudy,Weddings,29237,5847.400000000001,257,7,
Sunflower,149,80,Rainy,Corporate Events,11920,2384.0,257,5,7.0
Jasmine,82,52,Sunny,Festivals,4264,852.8000000000001,293,10,
Poppy,205,10,Windy,Marriage,2050,410.0,284,6,
Hibiscus,73,185,Windy,High-End Customers,13505,2701.0,273,6,9.0
Dahlia,162,90,Cloudy,Special Events,14580,2916.0,300,7,8.0
Hibiscus,92,91,Rainy,Luxury Events,8372,1674.4,273,5,
Marigold,151,257,Cloudy,Special Events,38807,7761.400000000001,284,7,8.0
Geranium,183,154,Windy,Temple,28182,5636.400000000001,264,6,6.0
Tulip,242,61,Sunny,Weddings,14762,2952.4,257,10,
Jasmine,115,175,Windy,Luxury Events,20125,4025.0,293,6,
Poppy,208,82,Windy,Luxury Events,17056,3411.2000000000003,284,6,
Gerbera,84,225,Windy,Festivals,18900,3780.0,242,6,
Hibiscus,127,186,Rainy,Luxury Events,23622,4724.400000000001,273,5,
Gerbera,122,245,Rainy,Special Events,29890,5978.0,242,5,8.0
Carnation,150,162,Cloudy,Festivals,24300,4860.0,283,7,
Lily,226,46,Sunny,Marriage,10396,2079.2000000000003,280,10,
Jasmine,150,111,Rainy,Corporate Events,16650,3330.0,293,5,7.0
Hibiscus,87,211,Windy,Festivals,18357,3671.4,273,6,
Carnation,162,112,Sunny,Festivals,18144,3628.8,283,10,
Marigold,166,171,Sunny,Corporate Events,28386,5677.200000000001,284,10,7.0
Dahlia,204,96,Rainy,Daily Consumers,19584,3916.8,300,5,
Dahlia,141,10,Rainy,Weddings,1410,282.0,300,5,
Marigold,130,150,Windy,Daily Consumers,19500,3900.0,284,6,
Daisy,107,220,Sunny,Luxury Events,23540,4708.0,285,10,
Marigold,194,182,Sunny,High-End Customers,35308,7061.6,284,10,9.0
Carnation,193,194,Sunny,Corporate Events,37442,7488.400000000001,283,10,7.0
Daisy,107,103,Rainy,Special Events,11021,2204.2000000000003,285,5,8.0
Calla Lily,247,49,Rainy,Temple,12103,2420.6,298,5,6.0
Geranium,159,188,Sunny,Luxury Events,29892,5978.400000000001,264,10,
Hibiscus,139,120,Cloudy,Special Events,16680,3336.0,273,7,8.0
Marigold,122,147,Windy,Temple,17934,3586.8,284,6,6.0
Gerbera,112,189,Sunny,Temple,21168,4233.6,242,10,6.0
Gerbera,80,121,Rainy,Festivals,9680,1936.0,242,5,
Sunflower,117,70,Cloudy,Festivals,8190,1638.0,257,7,
Carnation,162,60,Cloudy,Daily Consumers,9720,1944.0,283,7,
Poppy,256,64,Rainy,Corporate Events,16384,3276.8,284,5,7.0
Marigold,166,168,Sunny,Marriage,27888,5577.6,284,10,
Dahlia,197,10,Rainy,Festivals,1970,394.0,300,5,
Lavender,182,10,Sunny,Special Events,1820,364.0,284,10,8.0
Poppy,236,40,Rainy,Temple,9440,1888.0,284,5,6.0
Lily,150,10,Rainy,Luxury Events,1500,300.0,280,5,
Gerbera,91,141,Cloudy,Temple,12831,2566.2000000000003,242,7,6.0
Rose,161,112,Windy,Temple,18032,3606.4,281,6,6.0
Poppy,231,86,Windy,High-End Customers,19866,3973.2000000000003,284,6,9.0
Calla Lily,256,44,Rainy,Luxury Events,11264,2252.8,298,5,
Marigold,197,165,Rainy,Weddings,32505,6501.0,284,5,
Tulip,255,11,Rainy,Corporate Events,2805,561.0,257,5,7.0
Hibiscus,135,98,Cloudy,Corporate Events,13230,2646.0,273,7,7.0
Sunflower,107,190,Windy,Weddings,20330,4066.0,257,6,
Marigold,147,184,Windy,Weddings,27048,5409.6,284,6,
Marigold,165,193,Cloudy,Daily Consumers,31845,6369.0,284,7,
Geranium,152,45,Windy,Marriage,6840,1368.0,264,6,
Calla Lily,296,32,Rainy,Daily Consumers,9472,1894.4,298,5,
Rose,136,79,Rainy,Weddings,10744,2148.8,281,5,
Gerbera,88,220,Sunny,Luxury Events,19360,3872.0,242,10,
Sunflower,115,55,Cloudy,Marriage,6325,1265.0,257,7,
Calla Lily,279,94,Sunny,Special Events,26226,5245.200000000001,298,10,8.0
Marigold,166,277,Rainy,Temple,45982,9196.4,284,5,6.0
Carnation,179,185,Cloudy,Luxury Events,33115,6623.0,283,7,
Lily,193,159,Rainy,Luxury Events,30687,6137.400000000001,280,5,
Geranium,156,169,Cloudy,Marriage,26364,5272.8,264,7,
Poppy,270,63,Cloudy,Weddings,17010,3402.0,284,7,
Sunflower,123,174,Rainy,Marriage,21402,4280.400000000001,257,5,
Marigold,123,196,Windy,Marriage,24108,4821.6,284,6,
Lavender,185,28,Cloudy,Daily Consumers,5180,1036.0,284,7,
Calla Lily,282,64,Cloudy,Temple,18048,3609.6000000000004,298,7,6.0
Hibiscus,113,155,Sunny,High-End Customers,17515,3503.0,273,10,9.0
Geranium,183,100,Rainy,Luxury Events,18300,3660.0,264,5,
Hibiscus,117,104,Windy,Weddings,12168,2433.6,273,6,
Carnation,194,101,Cloudy,Marriage,19594,3918.8,283,7,
Dahlia,214,138,Windy,Weddings,29532,5906.400000000001,300,6,
Calla Lily,282,109,Sunny,Marriage,30738,6147.6,298,10,
Calla Lily,237,139,Cloudy,High-End Customers,32943,6588.6,298,7,9.0
Calla Lily,284,10,Cloudy,Daily Consumers,2840,568.0,298,7,
Rose,96,219,Cloudy,Special Events,21024,4204.8,281,7,8.0
Orchid,313,81,Sunny,Special Events,25353,5070.6,289,10,8.0
Daisy,110,111,Cloudy,Daily Consumers,12210,2442.0,285,7,
Jasmine,124,66,Sunny,Corporate Events,8184,1636.8000000000002,293,10,7.0
Zinnia,132,202,Sunny,Special Events,26664,5332.8,277,10,8.0
Jasmine,97,139,Windy,High-End Customers,13483,2696.6000000000004,293,6,9.0
Dahlia,154,44,Windy,Marriage,6776,1355.2,300,6,
Carnation,189,135,Cloudy,Temple,25515,5103.0,283,7,6.0
Hibiscus,107,160,Cloudy,Special Events,17120,3424.0,273,7,8.0
Rose,118,159,Sunny,Festivals,18762,3752.4,281,10,
Gerbera,97,119,Sunny,High-End Customers,11543,2308.6,242,10,9.0
Lily,222,88,Cloudy,Festivals,19536,3907.2000000000003,280,7,
Carnation,137,121,Rainy,Corporate Events,16577,3315.4,283,5,7.0
Chrysanthemum,131,69,Rainy,Special Events,9039,1807.8000000000002,269,5,8.0
Lily,187,12,Windy,High-End Customers,2244,448.8,280,6,9.0
Calla Lily,230,111,Sunny,Corporate Events,25530,5106.0,298,10,7.0
Dahlia,171,18,Sunny,Weddings,3078,615.6,300,10,
Tulip,263,128,Cloudy,Special Events,33664,6732.8,257,7,8.0
Poppy,238,69,Cloudy,Luxury Events,16422,3284.4,284,7,
Zinnia,141,176,Cloudy,Corporate Events,24816,4963.200000000001,277,7,7.0
Zinnia,103,57,Sunny,High-End Customers,5871,1174.2,277,10,9.0
Chrysanthemum,156,28,Windy,Marriage,4368,873.6,269,6,
Chrysanthemum,120,145,Windy,Luxury Events,17400,3480.0,269,6,
Gerbera,137,156,Sunny,Corporate Events,21372,4274.400000000001,242,10,7.0
Dahlia,145,94,Windy,Temple,13630,2726.0,300,6,6.0
Daisy,115,159,Cloudy,Weddings,18285,3657.0,285,7,
Lily,189,27,Rainy,Luxury Events,5103,1020.6,280,5,
Dahlia,214,10,Sunny,Daily Consumers,2140,428.0,300,10,
Lavender,224,137,Rainy,Weddings,30688,6137.6,284,5,
Chrysanthemum,129,120,Cloudy,Weddings,15480,3096.0,269,7,
Gerbera,149,245,Cloudy,Corporate Events,36505,7301.0,242,7,7.0
Tulip,298,11,Sunny,Daily Consumers,3278,655.6,257,10,
Zinnia,109,97,Windy,Luxury Events,10573,2114.6,277,6,
Hibiscus,140,203,Rainy,Daily Consumers,28420,5684.0,273,5,
Chrysanthemum,167,23,Cloudy,Temple,3841,768.2,269,7,6.0
Gerbera,155,156,Rainy,Temple,24180,4836.0,242,5,6.0
Lily,188,37,Windy,Marriage,6956,1391.2,280,6,
Zinnia,117,171,Sunny,Weddings,20007,4001.4,277,10,
Sunflower,102,107,Windy,Daily Consumers,10914,2182.8,257,6,
Zinnia,138,143,Windy,Temple,19734,3946.8,277,6,6.0
Gerbera,96,203,Rainy,Marriage,19488,3897.6000000000004,242,5,
Lily,157,38,Cloudy,Luxury Events,5966,1193.2,280,7,
Sunflower,144,186,Rainy,Daily Consumers,26784,5356.8,257,5,
Rose,156,160,Cloudy,Daily Consumers,24960,4992.0,281,7,
Dahlia,145,90,Sunny,High-End Customers,13050,2610.0,300,10,9.0
Geranium,175,165,Windy,Marriage,28875,5775.0,264,6,
Daisy,130,87,Cloudy,Weddings,11310,2262.0,285,7,
Poppy,199,62,Cloudy,Festivals,12338,2467.6000000000004,284,7,
Marigold,194,236,Rainy,Marriage,45784,9156.800000000001,284,5,
Poppy,270,31,Windy,Luxury Events,8370,1674.0,284,6,
Calla Lily,265,100,Rainy,Festivals,26500,5300.0,298,5,
Rose,111,160,Sunny,Special Events,17760,3552.0,281,10,8.0
Hibiscus,108,107,Rainy,Luxury Events,11556,2311.2000000000003,273,5,
Zinnia,105,67,Cloudy,High-End Customers,7035,1407.0,277,7,9.0
Tulip,223,80,Rainy,Corporate Events,17840,3568.0,257,5,7.0
Poppy,252,114,Cloudy,Special Events,28728,5745.6,284,7,8.0
Zinnia,105,159,Cloudy,Festivals,16695,3339.0,277,7,
Orchid,289,78,Windy,Marriage,22542,4508.400000000001,289,6,
Carnation,173,144,Rainy,Corporate Events,24912,4982.400000000001,283,5,7.0
Calla Lily,265,87,Rainy,Marriage,23055,4611.0,298,5,
Sunflower,104,139,Sunny,Daily Consumers,14456,2891.2000000000003,257,10,
Chrysanthemum,119,50,Sunny,Luxury Events,5950,1190.0,269,10,
Jasmine,107,100,Cloudy,Marriage,10700,2140.0,293,7,
Poppy,191,10,Sunny,Luxury Events,1910,382.0,284,10,
Tulip,248,10,Cloudy,Weddings,2480,496.0,257,7,
Dahlia,158,10,Windy,Corporate Events,1580,316.0,300,6,7.0
Daisy,111,99,Windy,Temple,10989,2197.8,285,6,6.0
Tulip,271,34,Cloudy,Weddings,9214,1842.8000000000002,257,7,
Calla Lily,224,53,Windy,Weddings,11872,2374.4,298,6,
Geranium,124,183,Sunny,Marriage,22692,4538.400000000001,264,10,
Gerbera,118,149,Cloudy,Special Events,17582,3516.4,242,7,8.0
Lavender,222,41,Windy,Weddings,9102,1820.4,284,6,
Carnation,165,173,Sunny,Festivals,28545,5709.0,283,10,
Gerbera,156,245,Sunny,High-End Customers,38220,7644.0,242,10,9.0
Orchid,344,65,Rainy,Weddings,22360,4472.0,289,5,
Sunflower,124,90,Windy,Festivals,11160,2232.0,257,6,
Calla Lily,251,41,Rainy,Daily Consumers,10291,2058.2000000000003,298,5,
Lavender,191,123,Rainy,Corporate Events,23493,4698.6,284,5,7.0
Lavender,230,125,Sunny,Corporate Events,28750,5750.0,284,10,7.0
Orchid,319,11,Sunny,Marriage,3509,701.8000000000001,289,10,
Calla Lily,231,10,Windy,Luxury Events,2310,462.0,298,6,
Sunflower,104,119,Rainy,Special Events,12376,2475.2000000000003,257,5,8.0
Daisy,94,76,Windy,Marriage,7144,1428.8000000000002,285,6,
Jasmine,105,93,Windy,Corporate Events,9765,1953.0,293,6,7.0
Calla Lily,234,51,Sunny,Temple,11934,2386.8,298,10,6.0
Hibiscus,90,187,Cloudy,Luxury Events,16830,3366.0,273,7,
Sunflower,160,108,Windy,Weddings,17280,3456.0,257,6,
Lily,174,28,Cloudy,Weddings,4872,974.4000000000001,280,7,
Hibiscus,85,203,Rainy,Marriage,17255,3451.0,273,5,
Jasmine,95,157,Cloudy,High-End Customers,14915,2983.0,293,7,9.0
Dahlia,171,87,Cloudy,Marriage,14877,2975.4,300,7,
Lily,186,84,Sunny,High-End Customers,15624,3124.8,280,10,9.0
Chrysanthemum,171,17,Windy,Marriage,2907,581.4,269,6,
Zinnia,104,191,Windy,Special Events,19864,3972.8,277,6,8.0
Daisy,111,65,Cloudy,Daily Consumers,7215,1443.0,285,7,
Calla Lily,267,120,Rainy,Special Events,32040,6408.0,298,5,8.0
Tulip,299,109,Rainy,Special Events,32591,6518.200000000001,257,5,8.0
Calla Lily,297,42,Sunny,Luxury Events,12474,2494.8,298,10,
Dahlia,180,138,Windy,Festivals,24840,4968.0,300,6,
Dahlia,171,49,Windy,Marriage,8379,1675.8000000000002,300,6,
Tulip,278,126,Rainy,Temple,35028,7005.6,257,5,6.0
Gerbera,149,208,Windy,Weddings,30992,6198.400000000001,242,6,
Poppy,269,10,Rainy,Corporate Events,2690,538.0,284,5,7.0
Poppy,221,27,Cloudy,Marriage,5967,1193.4,284,7,
Daisy,103,124,Cloudy,Corporate Events,12772,2554.4,285,7,7.0
Lily,200,81,Windy,Special Events,16200,3240.0,280,6,8.0
Dahlia,171,69,Sunny,Luxury Events,11799,2359.8,300,10,
Carnation,178,150,Sunny,Luxury Events,26700,5340.0,283,10,
Gerbera,157,218,Cloudy,Luxury Events,34226,6845.200000000001,242,7,
Daisy,114,152,Cloudy,Weddings,17328,3465.6000000000004,285,7,
Gerbera,106,189,Rainy,Weddings,20034,4006.8,242,5,
Orchid,306,32,Windy,Temple,9792,1958.4,289,6,6.0
Sunflower,168,85,Cloudy,High-End Customers,14280,2856.0,257,7,9.0
Dahlia,141,92,Windy,Temple,12972,2594.4,300,6,6.0
Calla Lily,281,10,Windy,Temple,2810,562.0,298,6,6.0
Dahlia,218,10,Sunny,Special Events,2180,436.0,300,10,8.0
Zinnia,105,63,Sunny,Festivals,6615,1323.0,277,10,
Zinnia,116,108,Cloudy,High-End Customers,12528,2505.6000000000004,277,7,9.0
Jasmine,77,50,Windy,Daily Consumers,3850,770.0,293,6,
Orchid,317,10,Rainy,Luxury Events,3170,634.0,289,5,
Poppy,253,20,Sunny,Marriage,5060,1012.0,284,10,
Dahlia,141,137,Sunny,Temple,19317,3863.4,300,10,6.0
Calla Lily,221,50,Sunny,Temple,11050,2210.0,298,10,6.0
Poppy,217,78,Windy,Daily Consumers,16926,3385.2000000000003,284,6,
Poppy,225,102,Sunny,Corporate Events,22950,4590.0,284,10,7.0
Carnation,194,93,Windy,Marriage,18042,3608.4,283,6,
Poppy,225,61,Sunny,Daily Consumers,13725,2745.0,284,10,
Geranium,110,37,Cloudy,Festivals,4070,814.0,264,7,
Gerbera,151,177,Sunny,Temple,26727,5345.400000000001,242,10,6.0
Lily,181,114,Rainy,Temple,20634,4126.8,280,5,6.0
Marigold,181,271,Windy,Weddings,49051,9810.2,284,6,
Tulip,275,116,Cloudy,Daily Consumers,31900,6380.0,257,7,
Daisy,94,107,Cloudy,Festivals,10058,2011.6000000000001,285,7,
Carnation,155,164,Rainy,Weddings,25420,5084.0,283,5,
Calla Lily,252,10,Rainy,High-End Customers,2520,504.0,298,5,9.0
Poppy,198,10,Windy,Temple,1980,396.0,284,6,6.0
Geranium,163,188,Windy,Daily Consumers,30644,6128.8,264,6,
Rose,143,223,Sunny,Special Events,31889,6377.8,281,10,8.0
Dahlia,169,27,Rainy,Special Events,4563,912.6,300,5,8.0
Dahlia,182,136,Sunny,Luxury Events,24752,4950.400000000001,300,10,
Lavender,183,136,Rainy,Temple,24888,4977.6,284,5,6.0
Zinnia,91,190,Sunny,Weddings,17290,3458.0,277,10,
Rose,159,95,Rainy,Daily Consumers,15105,3021.0,281,5,
Calla Lily,262,40,Rainy,Temple,10480,2096.0,298,5,6.0
Gerbera,112,213,Sunny,High-End Customers,23856,4771.2,242,10,9.0
Orchid,326,19,Cloudy,Corporate Events,6194,1238.8000000000002,289,7,7.0
Jasmine,112,76,Cloudy,Temple,8512,1702.4,293,7,6.0
Jasmine,87,127,Windy,Marriage,11049,2209.8,293,6,
Chrysanthemum,122,136,Rainy,High-End Customers,16592,3318.4,269,5,9.0
Dahlia,182,55,Windy,Festivals,10010,2002.0,300,6,
Lavender,214,24,Rainy,Special Events,5136,1027.2,284,5,8.0
Sunflower,173,156,Windy,Weddings,26988,5397.6,257,6,
Geranium,188,123,Windy,Weddings,23124,4624.8,264,6,
Tulip,252,10,Cloudy,Festivals,2520,504.0,257,7,
Gerbera,103,138,Windy,Temple,14214,2842.8,242,6,6.0
Jasmine,104,121,Windy,Corporate Events,12584,2516.8,293,6,7.0
Zinnia,123,55,Windy,Weddings,6765,1353.0,277,6,
Poppy,224,10,Sunny,Daily Consumers,2240,448.0,284,10,
Orchid,271,12,Windy,Daily Consumers,3252,650.4000000000001,289,6,
Geranium,165,70,Windy,Corporate Events,11550,2310.0,264,6,7.0
Lavender,188,101,Rainy,Festivals,18988,3797.6000000000004,284,5,
Lavender,186,26,Rainy,High-End Customers,4836,967.2,284,5,9.0
Sunflower,110,103,Rainy,Marriage,11330,2266.0,257,5,
Lavender,242,107,Cloudy,Weddings,25894,5178.8,284,7,
Gerbera,106,237,Windy,Festivals,25122,5024.400000000001,242,6,
Poppy,219,53,Cloudy,Weddings,11607,2321.4,284,7,
Sunflower,166,123,Rainy,Temple,20418,4083.6000000000004,257,5,6.0
Dahlia,214,108,Sunny,Corporate Events,23112,4622.400000000001,300,10,7.0
Carnation,207,61,Rainy,Special Events,12627,2525.4,283,5,8.0
Tulip,232,33,Windy,Special Events,7656,1531.2,257,6,8.0
Geranium,129,183,Rainy,Weddings,23607,4721.400000000001,264,5,
Dahlia,168,97,Windy,Festivals,16296,3259.2000000000003,300,6,
Jasmine,117,40,Cloudy,Festivals,4680,936.0,293,7,
Lily,188,75,Sunny,Festivals,14100,2820.0,280,10,
Gerbera,146,119,Windy,Daily Consumers,17374,3474.8,242,6,
Poppy,237,38,Cloudy,Special Events,9006,1801.2,284,7,8.0
Dahlia,217,44,Windy,Daily Consumers,9548,1909.6000000000001,300,6,
Sunflower,166,117,Rainy,Festivals,19422,3884.4,257,5,
Lily,154,22,Rainy,Temple,3388,677.6,280,5,6.0
Chrysanthemum,119,71,Sunny,Festivals,8449,1689.8000000000002,269,10,
Gerbera,107,159,Rainy,Special Events,17013,3402.6000000000004,242,5,8.0
Tulip,232,44,Cloudy,Luxury Events,10208,2041.6000000000001,257,7,
Lavender,237,25,Cloudy,Luxury Events,5925,1185.0,284,7,
Lavender,224,127,Rainy,Luxury Events,28448,5689.6,284,5,
Lily,150,36,Cloudy,Daily Consumers,5400,1080.0,280,7,
Tulip,252,79,Rainy,Luxury Events,19908,3981.6000000000004,257,5,
Orchid,282,10,Sunny,High-End Customers,2820,564.0,289,10,9.0
Dahlia,164,96,Rainy,Marriage,15744,3148.8,300,5,
Carnation,170,171,Sunny,Luxury Events,29070,5814.0,283,10,
Orchid,279,65,Sunny,Temple,18135,3627.0,289,10,6.0
Calla Lily,290,88,Windy,Temple,25520,5104.0,298,6,6.0
Rose,143,229,Sunny,Weddings,32747,6549.400000000001,281,10,
Orchid,347,10,Windy,High-End Customers,3470,694.0,289,6,9.0
Lavender,231,78,Rainy,Temple,18018,3603.6000000000004,284,5,6.0
Tulip,280,73,Rainy,Marriage,20440,4088.0,257,5,
Zinnia,120,83,Windy,Temple,9960,1992.0,277,6,6.0
Chrysanthemum,125,53,Cloudy,Luxury Events,6625,1325.0,269,7,
Gerbera,96,109,Sunny,Luxury Events,10464,2092.8,242,10,
Lavender,242,109,Rainy,Weddings,26378,5275.6,284,5,
Jasmine,79,52,Rainy,Festivals,4108,821.6,293,5,
Carnation,149,204,Rainy,Temple,30396,6079.200000000001,283,5,6.0
Sunflower,160,188,Sunny,Corporate Events,30080,6016.0,257,10,7.0
Rose,162,153,Cloudy,Special Events,24786,4957.200000000001,281,7,8.0
Dahlia,202,43,Rainy,Weddings,8686,1737.2,300,5,
Carnation,133,119,Rainy,Festivals,15827,3165.4,283,5,
Carnation,182,157,Cloudy,Marriage,28574,5714.8,283,7,
Rose,98,101,Sunny,Festivals,9898,1979.6000000000001,281,10,
Zinnia,110,117,Cloudy,Festivals,12870,2574.0,277,7,
Dahlia,196,119,Rainy,Corporate Events,23324,4664.8,300,5,7.0
Poppy,242,10,Windy,Corporate Events,2420,484.0,284,6,7.0
Orchid,275,10,Rainy,Corporate Events,2750,550.0,289,5,7.0
Rose,137,173,Windy,Corporate Events,23701,4740.2,281,6,7.0
Tulip,260,50,Windy,Temple,13000,2600.0,257,6,6.0
Lily,164,154,Windy,Special Events,25256,5051.200000000001,280,6,8.0
Zinnia,118,120,Sunny,Weddings,14160,2832.0,277,10,
Chrysanthemum,114,42,Windy,Luxury Events,4788,957.6,269,6,
Carnation,138,121,Rainy,Luxury Events,16698,3339.6000000000004,283,5,
Marigold,122,184,Rainy,Temple,22448,4489.6,284,5,6.0
Lavender,214,10,Cloudy,Luxury Events,2140,428.0,284,7,
Poppy,218,88,Sunny,High-End Customers,19184,3836.8,284,10,9.0
Sunflower,128,187,Rainy,Special Events,23936,4787.2,257,5,8.0
Poppy,247,29,Rainy,Luxury Events,7163,1432.6000000000001,284,5,
Poppy,236,87,Rainy,Daily Consumers,20532,4106.400000000001,284,5,
Dahlia,145,134,Windy,Temple,19430,3886.0,300,6,6.0
Dahlia,193,116,Sunny,Weddings,22388,4477.6,300,10,
Lily,188,132,Cloudy,Corporate Events,24816,4963.200000000001,280,7,7.0
Rose,149,107,Cloudy,Festivals,15943,3188.6000000000004,281,7,
Tulip,226,37,Cloudy,Festivals,8362,1672.4,257,7,
Calla Lily,273,10,Sunny,Temple,2730,546.0,298,10,6.0
Gerbera,86,114,Windy,Weddings,9804,1960.8000000000002,242,6,
Jasmine,132,47,Rainy,Special Events,6204,1240.8000000000002,293,5,8.0
Sunflower,180,172,Sunny,Luxury Events,30960,6192.0,257,10,
Poppy,232,58,Rainy,Festivals,13456,2691.2000000000003,284,5,
Jasmine,137,61,Rainy,Corporate Events,8357,1671.4,293,5,7.0
Hibiscus,119,202,Cloudy,High-End Customers,24038,4807.6,273,7,9.0
Orchid,329,75,Sunny,Temple,24675,4935.0,289,10,6.0
Lily,202,47,Cloudy,Special Events,9494,1898.8000000000002,280,7,8.0
Geranium,111,162,Cloudy,High-End Customers,17982,3596.4,264,7,9.0
Gerbera,126,117,Rainy,Festivals,14742,2948.4,242,5,
Tulip,231,33,Sunny,Marriage,7623,1524.6000000000001,257,10,
Jasmine,71,162,Cloudy,Luxury Events,11502,2300.4,293,7,
Lavender,208,136,Rainy,Special Events,28288,5657.6,284,5,8.0
Rose,116,98,Windy,High-End Customers,11368,2273.6,281,6,9.0
Carnation,199,198,Rainy,Festivals,39402,7880.400000000001,283,5,
Marigold,124,144,Cloudy,Luxury Events,17856,3571.2000000000003,284,7,
Orchid,322,84,Sunny,Festivals,27048,5409.6,289,10,
Jasmine,149,28,Cloudy,High-End Customers,4172,834.4000000000001,293,7,9.0
Dahlia,167,36,Rainy,Festivals,6012,1202.4,300,5,
Sunflower,155,62,Cloudy,Luxury Events,9610,1922.0,257,7,
Gerbera,114,256,Rainy,Special Events,29184,5836.8,242,5,8.0
Tulip,295,10,Rainy,Special Events,2950,590.0,257,5,8.0
Lavender,218,130,Windy,Temple,28340,5668.0,284,6,6.0
Poppy,266,10,Cloudy,Corporate Events,2660,532.0,284,7,7.0
Rose,108,117,Cloudy,Special Events,12636,2527.2000000000003,281,7,8.0
Poppy,239,63,Rainy,Daily Consumers,15057,3011.4,284,5,
Tulip,271,70,Rainy,Daily Consumers,18970,3794.0,257,5,
Calla Lily,224,10,Sunny,Corporate Events,2240,448.0,298,10,7.0
Orchid,305,10,Cloudy,Luxury Events,3050,610.0,289,7,
Poppy,190,99,Rainy,Marriage,18810,3762.0,284,5,
Daisy,153,99,Windy,Special Events,15147,3029.4,285,6,8.0
Sunflower,112,120,Windy,Temple,13440,2688.0,257,6,6.0
Rose,116,152,Sunny,Special Events,17632,3526.4,281,10,8.0
Sunflower,169,88,Sunny,Marriage,14872,2974.4,257,10,
Dahlia,142,134,Sunny,Daily Consumers,19028,3805.6000000000004,300,10,
Tulip,263,55,Sunny,Temple,14465,2893.0,257,10,6.0
Calla Lily,249,82,Cloudy,Luxury Events,20418,4083.6000000000004,298,7,
Marigold,142,124,Sunny,Marriage,17608,3521.6000000000004,284,10,
Poppy,269,52,Sunny,Marriage,13988,2797.6000000000004,284,10,
Rose,126,80,Cloudy,Festivals,10080,2016.0,281,7,
Chrysanthemum,177,132,Rainy,Special Events,23364,4672.8,269,5,8.0
Tulip,280,130,Sunny,High-End Customers,36400,7280.0,257,10,9.0
Lily,173,112,Sunny,Festivals,19376,3875.2000000000003,280,10,
Lavender,204,134,Windy,Weddings,27336,5467.200000000001,284,6,
Chrysanthemum,166,56,Sunny,Marriage,9296,1859.2,269,10,
Dahlia,216,87,Windy,Daily Consumers,18792,3758.4,300,6,
Jasmine,82,145,Cloudy,Special Events,11890,2378.0,293,7,8.0
Lily,203,10,Windy,Marriage,2030,406.0,280,6,
Daisy,146,97,Windy,Corporate Events,14162,2832.4,285,6,7.0
Lavender,193,65,Sunny,Luxury Events,12545,2509.0,284,10,
Carnation,143,205,Cloudy,Luxury Events,29315,5863.0,283,7,
Jasmine,78,59,Sunny,Festivals,4602,920.4000000000001,293,10,
Lily,209,36,Cloudy,Luxury Events,7524,1504.8000000000002,280,7,
Marigold,191,135,Cloudy,Marriage,25785,5157.0,284,7,
Daisy,82,219,Windy,Corporate Events,17958,3591.6000000000004,285,6,7.0
Marigold,158,265,Cloudy,Festivals,41870,8374.0,284,7,
Carnation,181,160,Windy,Temple,28960,5792.0,283,6,6.0
Zinnia,74,115,Rainy,Special Events,8510,1702.0,277,5,8.0
Dahlia,205,81,Sunny,High-End Customers,16605,3321.0,300,10,9.0
Zinnia,94,70,Windy,Corporate Events,6580,1316.0,277,6,7.0
Jasmine,148,148,Cloudy,High-End Customers,21904,4380.8,293,7,9.0
Hibiscus,100,126,Sunny,Luxury Events,12600,2520.0,273,10,
Carnation,201,51,Windy,Weddings,10251,2050.2000000000003,283,6,
Rose,101,109,Windy,Festivals,11009,2201.8,281,6,
Dahlia,207,17,Cloudy,Daily Consumers,3519,703.8000000000001,300,7,
Poppy,208,30,Rainy,Temple,6240,1248.0,284,5,6.0
Dahlia,163,132,Cloudy,High-End Customers,21516,4303.2,300,7,9.0
Jasmine,150,89,Sunny,Festivals,13350,2670.0,293,10,
Carnation,171,91,Rainy,Luxury Events,15561,3112.2000000000003,283,5,
Orchid,285,10,Sunny,Festivals,2850,570.0,289,10,
